category,NODE_ID,location,lng,lat,img
bus,100900144,운현궁,126.98698138030001,37.5752716136,bus301
bus,100900142,상명대입구,126.9569583018,37.6000210109,bus302
bus,100900141,삼청동주민센터,126.98221051510001,37.5846846831,bus303
bus,100900140,박노수미술관,126.9668944502,37.5810265604,bus304
bus,100900139,김창열.윤명로화실,126.97836854360001,37.616304998000004,bus305
bus,100900138,사직공원.경복궁역입구,126.96890390950001,37.5762206893,bus306
bus,100900137,충신시장,127.00540487399999,37.5749766498,bus307
bus,100900189,안국역2번출구앞,126.98611832719999,37.5771728174,bus308
bus,100900135,금융연수원,126.981847891,37.5858776706,bus309
bus,100900134,감람산기도원,126.9798729651,37.6159439291,bus310
bus,100900133,카센터.터널앞,126.96604371069999,37.574240568200004,bus311
bus,100900131,재동초등학교,126.9853617134,37.578791085,bus312
bus,100900129,삼청공원삼거리.옥호정터,126.9817444742,37.5874185176,bus313
bus,100900128,이화사거리,127.0022812884,37.575320067199996,bus314
bus,100900127,연화정사,126.9794938432,37.6146490046,bus315
bus,100900126,대신중고,126.9616893251,37.5726178078,bus316
bus,100900125,현대사거리,126.9866353642,37.5792417814,bus317
bus,100900215,교남동주민센터,126.9612800199,37.5721522968,bus318
bus,100900181,부암동주민센터.무계원,126.96376822629999,37.5929353403,bus319
bus,100900124,형제봉입구,126.9816861503,37.6128643152,bus320
bus,100900123,교남동새마을금고,126.962337459,37.5714943551,bus321
bus,100900122,창신초교,127.01572009610001,37.5760372123,bus322
bus,100900168,가회동주민센터,126.9851293823,37.5799426497,bus323
bus,100900167,볼링장,126.9879589184,37.5792554401,bus324
bus,100900166,부암슈퍼,126.9638602023,37.5947600723,bus325
bus,100900165,지구촌교회,126.9792421489,37.6131060324,bus326
bus,100900164,월암공원,126.9646918774,37.571226091599996,bus327
bus,100900163,숭인1동주민센터,127.01556074780001,37.5774150014,bus328
bus,100900162,북촌한옥마을입구.정세권활동터,126.98516874459999,37.5812807738,bus329
bus,100900161,하림각,126.9629663842,37.5976847268,bus330
bus,100900160,보현빌라,126.9784205906,37.6153822583,bus331
bus,100900159,스위스대사관,126.9656960774,37.5701413179,bus332
bus,100900157,안국선원.삼거리,126.9852205387,37.582743249699995,bus333
bus,100900156,세검정교회,126.9600291533,37.5993880238,bus334
bus,100900200,혜화동로터리,127.00100322979999,37.5859196111,bus335
bus,100900155,김종영미술관,126.97811229530001,37.613263788400005,bus336
bus,100900154,서울시교육청,126.9666998924,37.569381682,bus337
bus,100900210,창신쌍용1단지.종로센트레빌아파트,127.01556927850001,37.5803228198,bus338
bus,100900153,사우디대사관,126.9852486243,37.583863308000005,bus339
bus,100900152,상명대입구,126.9574023475,37.5998544708,bus340
bus,100900151,혜화초등학교,126.9999909413,37.5873892922,bus341
bus,100900149,강북삼성병원,126.9683376852,37.5685315243,bus342
bus,100900148,청룡사.보문파크뷰자이아파트,127.01715087870001,37.5797846496,bus343
bus,100900147,감사원,126.9855618026,37.5862656518,bus344
bus,100900201,국민생활관,126.99931378389999,37.5896275957,bus345
bus,100900173,종로센트레빌후문.e편한세상보문아파트,127.01623537110001,37.5818978359,bus346
bus,100900172,통일부,126.9861073451,37.5875308468,bus347
bus,100900171,서울국제고등학교,126.9971407875,37.5890742944,bus348
bus,100900203,성대후문.와룡공원,126.989734001,37.5891522774,bus349
bus,100900170,상명초등학교,126.9568173576,37.600904926,bus350
bus,100900169,새마을금고,126.9965690016,37.5878406881,bus351
bus,100900002,경진빌라,126.9579482257,37.601864091100005,bus352
bus,100900004,명륜시장.성대후문,126.99523051620001,37.5887246101,bus353
bus,100900006,완성빌라,126.9576665157,37.6033399708,bus354
bus,100900008,양현관,126.9937685575,37.5897680031,bus355
bus,100900010,상명대후문,126.9574633677,37.6040715802,bus356
bus,100900012,샘미용실,126.9934084203,37.5902545716,bus357
bus,100900014,산정빌라,126.9575782035,37.6052835831,bus358
bus,100900018,구기빌라,126.95798093350001,37.6061334517,bus359
