category,location,lat,lng,img
emergency_bell,방범-암사1동-045,37.55057,127.12788,
emergency_bell,방범-암사2동-005,37.55403,127.1278,
emergency_bell,스쿨존-암사2동-004,37.55275,127.12749,
emergency_bell,방범-암사2동-002,37.55457,127.12933999999998,
emergency_bell,방범-암사2동-009,37.55106,127.12388,
emergency_bell,방범-암사2동-012,37.55122,127.12487,
emergency_bell,방범-천호3동-016,37.54135,127.13295,
emergency_bell,방범-천호3동-039,37.54176,127.1326,
emergency_bell,방범-천호3동-029,37.54104,127.13323000000001,
emergency_bell,방범-천호3동-040,37.54175,127.13363000000001,
emergency_bell,방범-천호3동-025,37.54132,127.13429,
emergency_bell,방범-천호3동-007,37.54238,127.13376000000001,
emergency_bell,방범-천호1동-021,37.54311,127.13478,
emergency_bell,방범-천호1동-066,37.54294,127.13383999999999,
emergency_bell,방범-천호1동-061,37.54401,127.13471000000001,
emergency_bell,스쿨존-천호1동-001,37.54442,127.1328,
emergency_bell,스쿨존-천호1동-002,37.54384,127.13235,
emergency_bell,스쿨존-천호1동-006,37.54395,127.13391000000001,
emergency_bell,공원관리-천호1동-001,37.5449,127.13638,
emergency_bell,방범-천호1동-019,37.54607,127.13578000000001,
emergency_bell,스쿨존-천호1동-007,37.54631,127.13713999999999,
emergency_bell,방범-천호1동-016,37.54787,127.13771000000001,
emergency_bell,방범-천호1동-062,37.54746,127.13798,
emergency_bell,스쿨존-천호1동-008,37.54708,127.13573999999998,
emergency_bell,스쿨존-천호1동-003,37.54721,127.13547,
emergency_bell,스쿨존-천호1동-004,37.54735,127.13492,
emergency_bell,스쿨존-천호1동-005,37.547109999999996,127.13736000000002,
emergency_bell,방범-천호1동-022,37.548629999999996,127.13776999999999,
emergency_bell,방범-천호1동-017,37.54846,127.13628999999999,
emergency_bell,스쿨존-천호1동-010,37.54714,127.13476999999999,
emergency_bell,방범-천호1동-060,37.54824,127.13681000000001,
emergency_bell,방범-천호1동-003,37.547670000000004,127.1354,
emergency_bell,방범-천호1동-067,37.546279999999996,127.13519,
emergency_bell,방범-천호1동-068,37.54784,127.13696000000002,
emergency_bell,방범-천호1동-069,37.54844,127.1392,
emergency_bell,방범-천호1동-070,37.54432,127.13526999999999,
emergency_bell,방범-길동-039,37.5389,127.14806999999999,
emergency_bell,방범-길동-042,37.53513,127.1417,
emergency_bell,방범-길동-043,37.53455,127.14111000000001,
emergency_bell,방범-길동-044,37.541340000000005,127.14485,
emergency_bell,방범-길동-047,37.54182,127.14616000000001,
emergency_bell,스쿨존-길동-004,37.5407,127.13711,
emergency_bell,스쿨존-길동-005,37.54104,127.13793000000001,
emergency_bell,방범-길동-050,37.53802,127.13925,
emergency_bell,방범-길동-062,37.54036,127.13805,
emergency_bell,방범-길동-066,37.538959999999996,127.13971000000001,
