Title,Singer,Song_ID,Release_Date,Like_Count,Lyrics
너를 붙잡을 수 있을까,밈 (mim),36989277,2023.11.22,31,"안녕이라고 말하지 말아요
아직 못다 한 말이 남아
돌아선다면 그래야 한다면
내 얘길 한 번 만 들어줘

고마웠단 말도 아직 네게 못했는데
그냥 돌아서버리는
너를 붙잡을 수 있을까

안돼요 떠나지 말아요
그대 가버리면 난 어떻게 하나요
안돼요 그러지 말아요
내 맘을 이렇게 아프게 하진 마요


미안하단 말은 내게 하지 말아 줘요
예전처럼 그냥 나를
사랑해 주면 안 될까

안돼요 떠나지 말아요
그대 가버리면 난 어떻게 하나요
안돼요 그러지 말아요
내 맘을 이렇게 아프게 하진 마요

그대는 나에게 이러면 안 되잖아
내가 어떻게 널 사랑했는데

알잖아 나를 잘 알잖아
그대 없는 내 모습 너무 잘 알잖아
알면서 이렇게 떠나면 어떡해
매일 울고 있는 날 알잖아

그대 없는 내 모습 잘 알잖아"
나의 별,반광옥,36982699,2023.11.21,374,"아름답고 가장 예쁠 때
나에게로 와준 그대
꿈만 같던 내 나날들이
너무나도 감사했어
언제부턴가 나의 하루들은
온통 너로 가득 찼어
존재만으로
밝게 빛나는
나만의 별
오직 내 곁에
두고 싶어
함께 할 시간들이
아름답도록
너의 밤을 채워줄게
힘이 들 때면
다시 금방 웃게 해줄게
이젠 내가 널 비춰줄게
어두운 길을
걸어갈 때도
너의 발이 되어 줄게
아무것도 잘난 거 없는
나에게로 와준 그대
운명 같던 그 순간들이
나에게는 전부인 걸
하나가 되어 마주 잡은 손을
다신 놓지 않을게
존재만으로
밝게 빛나는
나만의 별
오직 내 곁에
두고 싶어
함께 할 시간들이
아름답도록
너의 밤을 채워줄게
힘이 들 때면
다시 금방 웃게 해줄게
이젠 내가 널 비춰줄게
어두운 길을
걸어갈 때도
너의 발이 되어 줄게
언제나
세상 가장 아름다운
너의 모든 순간을
평생 간직할게
영원히
함께 할 시간들이
아름답도록
너의 밤을 채워줄게
힘이 들 때면
다시 금방 웃게 해줄게
이젠 내가 널 비춰줄게
어두운 길을
걸어갈 때도
너의 발이 되어 줄게
언제나"
이번 겨울까지만 사랑할게,DOKO (도코),36981614,2023.11.21,255,"유난히 짧았던 가을을 보내고
겨울과 함께 찾아온 너의 소식

행복하게 지내는 것 같아서
참 다행이야

이번 겨울까지만
사랑할게
아직 너를 잊을 자신이 없어

또 겨울이 오면
생각나겠지만
참아 볼게

여전히 널 처음 만났던 그곳에
변함이 없는 내 맘을 손에 들곤

처음 하는 사랑이 너라서
참 고마웠어

이번 겨울까지만
사랑할게
아직 너를 잊을 자신이 없어

또 겨울이 오면
생각나겠지만
참아 볼게

혹시라도 춥게 다니지 말고
나보다 행복해야 해
보고 있어도 보고 싶었던
사랑했던 사람아

이번 겨울까지만
사랑할게
여전히 널 사랑하니까

또 겨울이 오면
생각나겠지만
참아 볼게

늘 함께해 줘서
매일 행복했어
고마웠어"
두 글자만 지워지면,송하예,36982569,2023.11.21,702,"고쳐쓰지 말걸
미리 떠나갈걸
친구들이 별로랄 때
그냥 널 버릴걸
바보같은 미소
그게 뭐라고 예뻐보여서
오늘도 너를 만나

두 글자만 지워지면
모든게 좋아질텐데
우리사이 사랑
두 글자만 지운다면
이제는 사랑한단 그 말이
사랑으로 안들려
그냥 지우면 안될까 사랑

잘해주지 말지
정들게나 말지
변할거면 변할거라
말이나 해주지
착하다는 말로
애써 너를 포장해가면서
오늘도 너를 만나

두 글자만 지워지면
모든게 좋아질텐데
우리사이 사랑
두 글자만 지운다면
이제는 사랑한단 그 말이
사랑으로 안 들려
그냥 지우면 안될까 사랑

만나면 만날수록 아파
너는 날 외롭게 만들어
작아지게 만들어
그러니 먼저 놓아줘
내 입은 잘 안떨어져
헤어지잔 말이 잘 안나와

두 글자가 지워지고
두 글자만 새겨지면
모든게 좋아질텐데
우리사이 이별
두글자 만 적힌다면
어쩌면 넌 지금 이순간을
기다렸는지 몰라
내가 이별을 말하는 오늘"
반짝이는 그대에게,정준일,36980735,2023.11.21,83,"우리는 다른 시간 속을
헤매이다 만났지
수많은 사람들 중에서
그대를 알아보았지

같은 꿈을 꾸고
함께 할 수 있었다면
한참을 돌아 이 길 끝에
사랑을 노래 해요

반짝이는 이 순간들을
당신께 모두 드릴수있죠

우리들의 작은 꿈들을
놓치지 않게 그때까지
지켜줄게

이제 헤어지면
돌아 올 수 없는

잊혀져갈 추억 모두
그대에게 선물할게요

반짝이는 이 순간들을
당신께 모두 드릴수있죠

우리들의 작은 꿈들을
놓치지 않게 그때까지

어쩌면 그대 다시는
볼 수 없어도
언제까지 그대를
기억할게"
Open Your Eyes,박은빈,36985787,2023.11.21,"1,851","별빛을 봐요
내 마음을 환하게 비춰주는
느껴지나요
나의 마음은 항상 그댈 봐요

I still love you
이제 알 것 같아요
그대와 내가 만나게 된 이유를
괜찮아요
정해진 미래를 넘어서서
그대에게 이제 달려갈게요

Here I stand
Open your eyes
Here to be with you

어둠이 내려
하나둘씩 빛을 잃어버려도
언제나 그댄 나의 맘속에
빛이 되어줘요

I still love you
이젠 알 것 같아요
그대와 내가 만나게 된 이유를
괜찮아요
정해진 미래를 넘어서서
그대에게 이제 달려갈게요

Here I stand
Open your eyes
Here to be with you

끝없는 미로 속을
헤매이던 우리
이젠 놓치지 않을게

I, I'll be your starlight
언제나 그대 빛이 될 수 있도록
나를 봐요
붙잡은 두 손 놓지 않을게
별빛처럼 그대 곁에 영원히

Here I stand
Open your eyes
Here to be with you"
날아올라 고양이야,버디 (BUDY),36981541,2023.11.21,47,"오늘은 어딜 가니? 고양이야
오늘도 나비 따라 헤메이니?
바라던 나비 찾던 고양이야
한발만 더 내딛어봐
두리번 두리번 거리더니
어느새 벌써 와서 기다리네
어슬렁 어슬렁 거리더니
어느새 나비와 놀고 있네
Someday, somehow
날아올라 고양이야
Someday, somehow
뛰어올라 고양이야
오~
나비따라 날아올라
오~
나비처럼 고양이야
길 잃어 헤메이던 고양이야
뒤쫓던 나비가 사라져버려
바라던 나비 찾던 고양이야
조금만 더 기다려봐
두리번 두리번 거리더니
어느새 벌써 와서 기다리네
어슬렁 어슬렁 거리더니
어느새 나비와 놀고 있네
Someday, somehow
날아올라 고양이야
Someday, somehow
뛰어올라 고양이야
고양이 나비를 쫓아 (고양이 고양이)
나비를 쫓던 고양이 (고양이 고양이)
고양이 나비를 쫓아 (고양이 고양이)
Someday, somehow
날아올라 고양이야
Someday, somehow
뛰어올라 고양이야
오~
나비따라 날아올라
오~
나비처럼 고양이야
Someday, somehow"
I’m gonna love you x 2,레몬시티(Lemon City),36985578,2023.11.21,81,"After all this time I figured I was on my own
navigating through this world no one to call a home
but I, found you
the missing piece
to finding my inner peace

falling without caution I want you to hold me
tell me words 8 letters long I love you baby
time don't matter
when you're around
ooo

I think I'm gonna love you
ooo
I think I'm gonna love you
ooo
It feels like a daydream
this feeling you give me
hold on to me
if we let it be
I think I'm gonna love you

face is hurting, can't stop smiling at the little things
all the grey around me's disappeared into the seams
want you to know
you give me hope, yeah

let's not plan tomorrow I don't want to miss a
single moment right now it can wait till later
overwhelmed in my head
with what I wanna do with you
right now


I think I'm gonna love you
ooo
I think I'm gonna love you
ooo
It feels like a daydream
this feeling you give me
hold on to me
if we let it be
I think I'm gonna love you

won't let you be the one that got away
stay with me till the sun comes up
I want you, to know your
one of a kind, to me my love

tryna find the perfect words with perfect melody
to show you I don't switch off thinking about us at all
all I, need is, you to just know

I think I'm gonna love you
you, you, you, oooo
you, you, oooo
I'm gonna love u"
차마 (Vocal. 서현준),영오 (05),36983118,2023.11.21,77,"아무것도 못한 채 울고만 있는
넌 내게 어떤 마음일까
자꾸만 감추려 하는 네 모습에
멀어져 가는 내 맘이
한발 더 가려 해

아무 말도 못 한 채 뒤돌아서는
난 너에겐 그저 나쁜 사람
좋았던 기억들 모두 남김없이 깨끗하게
너를 잘 보낼 자신 있었는데

차마 입술이 떨어지지 않아서
끝까지 아름다운 널 앞에 두고서
태연하게 돌아설 만큼
나 괜찮지도 막지도 못해서 차마
울고 있는 너를 다시 안고서
그냥 미안하다 했어

아무 표정 없는 네 손을 잡고서
자주 걷던 길을 걸어가다가
조금씩 차가워지는 너의 손이
너도 내 맘 같아서
먼저 헤어지자고 말했어

차마 입술이 떨어지지 않아서
끝까지 아름다운 널 앞에 두고서
태연하게 돌아설 만큼
나 괜찮지도 막지도 못해서 차마
울고 있는 너를 다시 안고서
그냥 미안하다 했어

아무 말 못 하고 눈물만 흐르는
날씨는 왜 또 이렇게
맑고 좋은 건지
어쩔 수 없는 내 맘 같은 건지

차마 입술이 떨어지지 않더라
끝까지 사랑스런 널 앞에 두고서
차갑게 널 떠나갈 만큼
나 괜찮지도 잡지도 못해서

차마 내가 널 보낼 자신이 없어서
모른척하기로 했어"
아무것도 하지 않아도 돼 (It's okay),려욱 (RYEOWOOK),36982127,2023.11.20,744,"아이야 뭐가 그리 슬프니
아이야 울지마
아이야 걷는게 좀 힘들지
아이야 괜찮아

이젠 내가 곁에 있을게
힘이 들면 내게 기대어
울어

내 온기 내 숨이
다 할 때까지 언제나
여기 있어 숨 쉬어
널 품에 안고 있을게
주저앉아 멈춰서도 돼
아무것도 하지 않아도 돼

하나 둘 꺼져가는 불빛은
새벽을 알리고
잠에 든 너를 다시 깨우며
깜빡 거리겠지

이젠 내가 곁에 있을게
언제라도 곁에 있을게

내 온기 내 숨이
다 할 때까지 언제나
여기 있어 숨쉬어
널 품에 안고 있을게
주저앉아 멈춰서도 돼
아무것도 하지 않아도 돼

Oh

상처와 아픔은
시간의 숨에 담겨서
노력하지 않아도
흘러 갈 거야 괜찮아
그러니까 멈춰서도 돼
아무것도 하지 않아도 돼"
