Title,Singer,Song_ID,Release_Date,Like_Count,Lyrics
밤의 의미 (Trust Yourself),정인성,36911613,2023.10.30,351,"불완전한 서로의 세계로
모든 걸 끌어안고 가자 나를
따라와 안아줘
이건 순간의 감정이 아냐
나는 헷갈리지 않아
가장 확실한 사랑을 너에게

맘이 닿는 곳으로 걸으면
그 끝에 항상 내가 있을게
전력으로 멀어지려 해도 네 모든 걸
순식간에 멈춰버릴 거야

아슬아슬해 보이는 너를
잡아줄 수 있는 건 나라고
가장 단순한 진심 어린 나의 마음 앞에
너는 손쓸 틈도 없이
무장해제!

불완전한 서로의 세계로
모든 걸 끌어안고 가자 나를
따라와 안아줘
이건 순간의 감정이 아냐
나는 헷갈리지 않아
가장 확실한 사랑을 너에게

다음 세상에서는 너에게
무엇으로 존재해도 상관없을 만큼
그저 조금만 가까이서 너를 보고 싶어
보고 싶어 안고 싶어 난 너를
갖고 싶어

불완전한 서로의 세계로
모든 걸 끌어안고 가자 나를
따라와 안아줘
이건 순간의 감정이 아냐
나는 헷갈리지 않아
가장 확실한 사랑을 너에게

이건 순간의 감정이 아냐
나는 헷갈리지 않아
가장 확실한 사랑을 너에게

들어와 이곳으로
내 손을 잡아 잡아 잡아 내게 와
망설이지 마

들어와 이곳으로
내 손을 잡아 잡아 잡아 내게 와
망설이지 마"
편지 한 장 (부제: 서른에 만난 첫 세상) (A letter),김호중,36914825,2023.10.30,54,"이어도 사나 요넬 저서라.
요넬 저서라 어드레 가코.
이어도 사나 요넬 저서라.
진도 앞 바당 한골로 가세.
요넬 저서라.
혼착 손에 테왁을 심엉.
혼착 손에 빗창을 심엉.
이어도 사나 요넬 저서라.
우리 배는 솔나무 배난.
솔락 솔락 잘도나 간다.
이어도 사나 요넬 저서라.
물로야 뱅뱅 돌아진 섬에.
우리 좀수 물질을 허멍.
이어도 사나 요넬 저서라.
우리 어멍 날 날적에는.
무신 날에 날 낳아신가.
이어도 사나 요넬 저서라.
이어도 사나 이어도 사나.
이어도 사나 요넬 저서라.
이어도 사나 이어도 사나.
이어도 사나 요넬 저서라.
이어도 사나 이어도 사나.
이어도 사나 요넬 저서라."
Do,Paul Blanco,36912136,2023.10.30,103,"꿈 속에 핀 황무지
니가 그려놓았던 어느 밤
얼룩진 흑백 나라에
슬프도록 차가운 고요함
이 거울에 비친 너의 낡은 옛 모습이여
저 별빛에 비친 나는 외톨이 그림자
보라색 모래 알들이
조각같이 날카로운데
홀린 듯한 발걸음
얼마 못 가 쓰러질텐데
이 거울에 비친 너의 낡은 옛 모습이여
저 별빛에 비친 나는 외톨이 그림자"
Mademoiselle,김정훈,36911604,2023.10.29,"3,031","내리막길을 걸어가듯
반대로 흘러가네
가만히 서서 한숨만 가득
쌓이는 그런 날

어릴 적 그렸던 꿈들은
세상엔 없는 걸까
반복된 일상은 쳇바퀴가 되어
움츠려 들게 하네요

가로수 그늘
선선한 그 아래
그대만의 쉼이 되어 줄게요

삶이 어려워도
그대가 쉬어갈
내가 있단 걸 알아줘요

쓸쓸한 마음이 찾아와
하늘을 바라보면
드넓은 세상 그 안에 혼자
몸부림을 치죠

누구도 그댈 알아 주지
못하는 순간에도
잘 해 왔잖아요 그거면 된 거죠
작아지려 하지 마요

가로수 그늘
선선한 그 아래
그대만의 쉼이 되어 줄게요

삶이 어려워도
그대가 쉬어갈
내가 있다는 걸 알아줘요

그대는 아름다운 나비 같아요
허물을 조금씩 벗고 있는 거예요
길고 긴 시간을 다 버티고 나면
누구 보다 멀리 날아 갈 거야

사계절 같은
인생일 뿐이죠
추운 날을 지나 따뜻할 거야

언제 그랬냐며
기억 못 할 만큼
행복한 날들이 올 거예요

작고 소중한 내 그대여"
노로이 (Feat. Huiii),류가람,36913832,2023.10.29,779,"I remember times you wanted to die
Want to chit-chat?
어디까지 얘기할까?
Oh, let us talk
네가 죽으려고 하는 이유 같은 거 말이야

도망치는 너에게는 멈춰 얘기할 겨를이 없지
꺼져가는 밀랍 없는 양초와 다를 게 없지

내가 먼저 얘기할까?
네가 먼저 얘기할래?
우리가 죽어야 하는 이유에 대해서 말이야

I remember times you wanted to die
Want to chit-chat?
어디까지 얘기할까?
Oh, let us talk
네가 죽으려고 하는 이유 같은 거 말이야

Guess it is my turn
Let’s chit-chat about death again
How come I ended up here all over again
Yeah, I fucked it up
Really fucked it up now
Can’t go back home again

I’m a lost sheep
Stuck in a deep shit
Occasionally feeling good
I’m nobody
Asking is there anybody out there
To help me out, oh God

일관성 있는 발버둥을 치기에는
눈에 띄지 않네
몸짓이 눈에 띄질 않아
나의 목소리와 나의 몸짓이
보이지도 들리지도 않는다면 어떻게 할까

I remember times you wanted to die
Want to chit-chat?
어디까지 얘기할까?
Oh, let us talk
네가 죽으려고 했던 이유 같은 거 말이야

I remember times you wanted to die
I remember times I wanted to die
우리가 죽으려고 했던 그 이유들 말이야"
Feel This Way,"아녹 (Anoc), Hayne, Fleen",36911235,2023.10.29,"1,198","발끝을 모아 소중히 내려놓아 두네
남겨진다는 건 왜 외로워야만 할까
벼랑에 서도 이제는 숨 막히지 않아
난 너와 다른 바람을 느껴도 함께 있는 거야
이대로 아
아
난 서두르고 싶진 않아
너와
아
난 이것만으로 충분해
단 한 번에 널 사랑할 수 있었어
한순간들도 빠짐없이 사랑하고 있어
단 한 번만 더 다정히 날 기억해 줄래
이렇게 포개어 모은 손에 너를 불러보네
버릴 수 없는 후회와 밀려오는 나날
멀어진다는 건 왜 익숙할 수 없을까
눈물을 닦아내고서 내일에 외치네
우리는 언제나 그랬듯이 함께 있을 거야
이대로 아
아
난 서두르고 싶진 않아
너와
아
난 이것만으로 충분해
단 한 번에 널 사랑할 수 있었어
한순간들도 빠짐없이 사랑하고 있어
단 한 번만 더 다정히 날 기억해 줄래
마지막으로
포개어 모은 손에 너를 불러보네"
Fallin',"노르웨이 숲, 은별",36911172,2023.10.29,90,"You can pry open my heart
Because I now know you were never here for me
Didn’t come to hear excuses
I don’t wanna be a fool anymore
Tell me, do you wish that you will go back?
If you ever feel that way
I’ll turn back time for us
Trying to make you sick and fall to the ground
could I be more crazy?
maybe I can
Now I can see my halo
You can’t cover up my mind
Now I can see my halo
Everything in red and I’m not going back
to who I was before
oh-oh-oh-oh
oh-oh-oh-oh
oh-oh-oh
I can’t be hurt no more
oh-oh-oh-oh
oh-oh-oh-oh
oh-oh-oh
You could try and hide the hurt
Because I’d like to see you breaking apart
I just wonder when you’re falling
what you will say to me when you see me smile
Tell me, will you wish that you will go back?
if you ever feel that way
you’ll know that it’s too late
Trying to make you sick and fall to the ground
could I be more crazy?
maybe I can
Now I can see my halo
You can’t cover up my mind
Now I can see my halo
Everything in red and I’m not going back
When I was loving you
you looked the other way
But I was too foolish know it then those days
And now that I know how you looked at me
All those lies in your eyes that were killing my mind
Go to hell
Now I can see my halo
You can’t cover up my mind
Now I can see my halo
Everything in red and I’m not going back
to who I was before
oh-oh-oh-oh
oh-oh-oh-oh
oh-oh-oh
I can’t be hurt no more
oh-oh-oh-oh
oh-oh-oh-oh
oh-oh-oh"
너 혹시 T야? (Narr. 윤닭),1% (원퍼센트),36912950,2023.10.29,328,"너와 함께 지내온 모든 날들이
이대로 다 물거품이 된대도

기억해 우리라는 영화 속에
찢어진 너와 나만 아는 엔딩을

이렇게나 아파하고 힘들 거면서
아직까지도 네겐 말할 수 없어서

미안하단 말로 또 네게 상처를 주고 uh uh
너를 지우려 애써 태연한 척해 oh oh
널 보낸 그날의 감정들이 내겐
잊혀지지 않아 지금도
보고 싶어

차라리 너를 마주치지 말 걸
이렇게 될 걸 알았으면서
so what you gonna do wanna do
내게 물어도 그저 난 널 지워야 해

이 필름의 끝에서

너를 처음 봤던 그날에
나도 몰래 욕심을 부렸나 봐

끝을 알면서도 네가 좋아서
끊어내지 못했나 봐 이런 내 주제에 잘도

얼마 후면 먼 여행을 떠날
내가 널 사랑한다는 게

차라리 너를 마주치지 말 걸
이렇게 될 걸 알았으면서
so what you gonna do wanna do
내게 물어도 그저 난 널 지워야 해

이 필름의 끝에서

차라리 너를 사랑하지 말 걸
그저 편한 친구로서 있게
so what you gonna do wanna do
다시 물어도

사랑해 널 잡고 싶어

차라리 너를 마주치지 말 걸
이렇게 될 걸 알았으면서
so what you gonna do wanna do
내게 물어도 그저 난 널 지워야 해

이 필름의 끝에서"
Yoshi,Toru,36911242,2023.10.29,6,"Sipping through another meaningless night,
Summer time’s already gone no wonder why,
Don’t remember most of my dreams,
Lying under the summer stars so bright,
The words I couldn’t say to you,
Unspoken feelings left in behind,
Promises unmade,
No way we can turn back,
In the past unpacked,
Sometimes we stumble that’s all right,
Hey, Just sing it na na na na na na let it away,
Hey, Only a bitter sweet summer tease,
Hey, Come on and na na na na na na let it sway,
Hey, Like an end of summer day,
In the echoes of the laughter,
We got an endless dreams to chase,
No matter where the wind comes and goes
The words I couldn’t say to you,
Unspoken feelings left in behind,
Promises unmade,
No way we can turn back,
In the past unpacked,
Sometimes we stumble that’s all right,
Hey, Just sing it na na na na na na let it away,
Hey, Only a bitter sweet summer tease,
Hey, Come on and na na na na na na let it sway,
Hey, Like an end of summer day,
In the echoes of the laughter,
We got an endless dreams to chase,
No matter where the wind comes and goes
Hey, Just sing it na na na na na na let it away,
Hey, Only a bitter sweet summer tease,
Hey, Come on and na na na na na na let it sway,
Hey, Like an end of summer day,
In the echoes of the laughter,
We got an endless dreams to chase,
No matter where the wind comes and goes"
내가 살아가는 이유 (Vocal. 컨츄리맨),신디,36911548,2023.10.28,94,"Rise and shine
It’s been a cold, cold night
Feel like I am seeing you for the first time in my life

You awaken the sky
And you’ve awakened my mind
Now my love is burning inside I just can’t deny

Won’t you be my California sunshine
Baby you’re my California sunshine

I lost my soul back in the city of Seoul
But found my angel in the city of angels and light

Won’t you be my California sunshine
Baby you’re my California sunshine

I crossed the ocean for a brand new day
You got me electrified by your blaze
Ever since I looked into your rays
The world has never looked the same

Won’t you be my California sunshine
Baby you’re my California sunshine
Baby you’re my sunshine"
Napping,"Kiik, 신기원 (ShinGiWon)",36911179,2023.10.28,284,"Help me out
No, I don't belong here
Take me out to the door

Lay with me
So I can hear you
Don't judge me by desire of yours

Just want to be loved
Not haunted by lust
Come let me love you in your way

Hundreds of songs were left without names
Come let them shine on your dark days

If you heard me, open up your mind
If it hurts you, let me by your side

Going slowly
Shaping out new love
Flows inside you
Overflows in time

Over time

I'm building up a fortress on a hill
And mending every corner on my own
Each day my garden grows under the sun
Before it's all to late I need you here

As I moving on"
California Sunshine,양반들 (Yangbans),36911096,2023.10.27,"2,922","사랑하는 그대가 나를 떠나가네요
한마디 변명도 난 못했는데
사랑하는 그대가 행복하고 싶데요
한마디 애원조차 못했네요

언젠가 슬픈 표정의 그댈
바쁘단 핑계로 외면했던
한심한 바보였으니까

그땐 몰랐죠 사랑하는 법을 몰라서
따뜻하게 안아줄 줄 몰라서
여린 가슴 가슴이 무너져 내리는 걸 모르고
무심히 발걸음을 돌렸죠
그땐 몰랐죠 사랑하는 법을 몰라서
그댈 혼자 남겨뒀네요
미안하단 말조차 어색하게 보여
그저 모른 척 지나쳤나 봐요

다른 누굴 만나도 나보단 더 낫겠죠
그래서 그대를 난 보내네요
다른 누굴 만나도 그대만은 못하죠
그래서 그대를 난 못 지워요

미안한 마음만 남았네요
잘 가란 말밖에 못 하네요
가슴은 울고 있는데

그땐 몰랐죠 사랑하는 법을 몰라서
따뜻하게 안아줄 줄 몰라서
여린 가슴 가슴이 무너져 내리는 걸 모르고
무심히 발걸음을 돌렸죠
그땐 몰랐죠 사랑하는 법을 몰라서
그댈 혼자 남겨뒀네요
미안하단 말조차 어색하게 보여
그저 모른 척 지나쳤나 봐요

이젠 알지만 사랑하는 법을 알지만
사랑을 줄 그 사람이 없네요
눈물만 준 사랑은 모두 잊고 부디 행복하길
매일 난 울며 기도만 하네요
다음 세상에 내 어린 사랑이 아니길
정말 사랑이란 걸 알 때
그때 다시 만나면 내 품에 안겨요
행복한 꿈만 그릴 수 있도록
지금은 그댈 떠나보내지만"
"Silence(Feat. VVON, Janet Suhh(자넷서))","HAAN, 바이빈 (vibin)",36911285,2023.10.28,29,"꿈을 안고 왔단다 내가 왔단다
슬픔도 괴로움도
모두 모두 비켜라
안 되는 일 없단다
노력하면은
꿈을 안고 왔단다 내가 왔단다
슬픔도 괴로움도
모두 모두 비켜라
안 되는 일 없단다
노력하면은
노력하면은
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
꿈을 안고 왔단다 내가 왔단다
슬픔도 괴로움도
모두 모두 비켜라
안 되는 일 없단다
노력하면은
뛰고뛰고 뛰는 몸이라 괴로웁지만
힘겨운 나의 인생 구름 걷히고
산뜻하게 맑은 날
돌아온단다
쨍하고 해 뜰 날
돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날 돌아온단다
쨍하고 해 뜰 날
쨍하고 해 뜰 날"
BABY (Feat. 로이도(Roydo)),SUDI,36911158,2023.10.27,679,"너랑 헤어지면
우리가 헤어지면
다시는 없는걸까
우리는 없는걸까
괜히 널 바라보다가

한숨에 투정에
지쳐있던 말투에
난 가끔 어떤 날은
널 미워 했을텐데
그렇게 차가울거면
서로가 아플거라면
차라리 그만하자해
이제 다 끝내자고해

한숨에 투정에
지쳐있던 말투에
난 가끔 어떤 날은
날 미워했을텐데
그렇게 바라볼거면
이렇게 슬퍼할거면
차라리 그만하자해
이제 우리 끝내

마음처럼 안돼
내 마음처럼 안돼
왜 자꾸 어긋날까
마음이 어긋날까
괜히 널 바라보다가

한숨에 투정에
지쳐있던 말투에
난 가끔 어떤 날은
널 미워 했을텐데
그렇게 차가울거면
서로가 아플거라면
차라리 그만하자해
이제 다 끝내자고해

한숨에 투정에
지쳐있던 말투에
난 가끔 어떤 날은
날 미워했을텐데
그렇게 바라볼거면
이렇게 슬퍼할거면
차라리 그만하자해
이제 우리 끝내"
I'll Be There,Heon,36911345,2023.10.28,80,"오늘이 가면 내일이 오고
내일이 가면 모렌 오는데
아마 우리는 서로
볼 수 없는 낮과 밤인 거야

너를 생각함 알 수 없고
노을을 보면 닿을 수 없네
무중력 지대 저 달빛을 따라
가면 알 수 있을까

못하는 건 절대 안 하려 한 탓에
가진 재능을 우습게 여긴 탓에
나보다 남들에게 더 확신한 탓에
가진 거라곤 위선과 질투 밖에

당연한 걸 의심하지 않은 탓에
이미 일어난 진실을 외면한 탓에
내가 처한 현실을 부정한 탓에
괴로움과 괴리감이 부딪히네

시간은 점점 흘러가고
마음은 점점 무뎌지네
모래 한 줌에 미움을 쥐어도
아무런 힘이 없잖아

나를 못 떠날 거라 자만한 탓에
내 것 아닌 다른 것을 넘 본 탓에
주젤 모르고 사람을 판단한 탓에
텅 빈 방안의 공허함 가득하네

원하지도 않은 선읠 베푼 탓에
모르면서 아는 척 경솔한 탓에
내 모습을 똑바로 보지 않은 탓에
오늘도 빈 수레가 너무 요란하네
여긴 너무 멀어 너무 멀어 먼저 가
발맞추면 벨트에서 떨어지잖아
여긴 너무 느려 너무 느려 먼저 가
거북이는 육지에서 살 수 없잖아

여긴 너무 깊어 너무 깊어 올라가
올라가는 것만 보고 살아왔잖아
여긴 너무 길어 너무 길어 올라가
남들보다 늦어지면 작아지잖아

오늘이 가면 내일이 오고
내일이 가면 모렌 오는데
아마 우리는 서로
볼 수 없는 낮과 밤인 거야"
해뜰 날 (정신 못 차리는 굴삭기 / 정중식x김바울),"정중식, 김바울",36913651,2023.10.28,15,"나를 안아줘요
밤에 핀 꽃처럼
비스듬히 누워
오후 4시부터 아침까지
비가 온대도

나를 바라봐요
밤에 핀 꽃처럼
부끄러워 말고
깊은 속삭임을
들어봐요
밤이 깊도록

Moon Flowers coming back, in radiant bloom.
Moon Flowers coming back, in radiant bloom. alright

잎이 떨어져요
향기를 반음 높여요
달빛 마법으로
한 송이 꺼내어
물들여요
짙어지도록

Moon Flowers coming back, in radiant bloom.
Moon Flowers coming back, in radiant bloom. alright"
수많은 날을 지나 너에게 닿으면,VIN,36909402,2023.10.28,36,"그래 너와 나 아팠던 거야
그래서 나는 널 못 떠나
그래서 나는 너를 안 놔
그래 너와 난 미웠던 거야
그래도 자꾸만 난 너를
그래도 자꾸만 난 너를
사랑해
우린 서로 할퀴고
엉키고 부딪혀
넌 내게 가장 가깝고
가장 멀리있어
널 쉽게 해치고
날 깊게 베는 너
어쩌면 네가 나의 적일까?
그래 너와 나 아팠던 거야
그래서 나는 널 못 떠나
그래서 나는 너를 안 놔
그래 너와 난 미웠던 거야
그래도 자꾸만 난 너를
그래도 자꾸만 난 너를
사랑해
We’ve been dying
For a long time
Even Though
더 세게 조이고
더 깊게 패여와
우린 벗어날 수 없는 걸까?
그래 너와 나 아팠던 거야
그래서 나는 널 못 떠나
그래서 나는 너를 안 놔
그래 너와 난 미웠던 거야
그래도 자꾸만 난 너를
그래도 자꾸만 난 너를
사랑해
We’ve been dying
For a long time
Even Though
가지말라고 말해도
있어줄 것만 같아서
날 위해 애쓰지는 마
우리 서로 지는 게임이야
괜찮을 거야
그래 너와 난 취했던 거야
그래서 너는 날 안 떠나
그래서 너는 나를 못 놔
그래 모든 게 미쳤던 거야
괜찮아 그래서 나는 널
괜찮아 그래도 나는 널
사랑해
We’ve been dying
For a long time
Even Though
We’ve been dying
For a long time
Even Though"
우루과이,캐나비 (kaenavi),36911203,2023.10.27,30,"난 누구에게도 절대로 영향받지 말아야해
내 삶을 지키기 위해서 난 평생 잘 살아가야되
모두들 그거쯤은 어차피 알고 있는걸거야
사실 난 오랜만에 사람을 원망 했네
근데 더 아름다운건
자기 스스로 였다
텃밭에 앉아있는 소녀
난 가끔 얘네가 행복해보여
난 어둠을 지킬 의무가 있고
그렇게 잊고싶은 것들이
인생절차 인생절차 인생절차 인생절차 인생
누구나 상처받고 상처받고 상처받곤해
누구나 죽고싶고 죽고싶고 죽고싶다해
나는 보고싶고 보고싶은 사람이 많네
이게 다 인생이야 그래 나도 어쩔수없어
남의 속맘은 알 순 없지
남을 쉽게 이해할 수 없지
그래도 난 평생 사랑하고싶을뿐인데
가끔 내가 집에서 혼자 불을끄고 있으면
엄마가 말한말이 떠올라서
난 불을 켰는데
모든게 지나갈거야
복수심에 가득차 너넨 절대 모를거야
그래 내가 갔던길 전부다 떠나는 길이야
똑똑한 사람들과
만나 대화를 해보면
인생절차 인생 절차 인생 절차 인생
인생절차 인생절차 인생절차 인생절차 인생
누구나 상처받고 상처받고 상처받곤해
누구나 죽고싶고 죽고싶고 죽고싶다해
나는 보고싶고 보고싶은 사람이 많네
이게 다 인생이야 그래 나도 어쩔수없어"
가져선 안되는 마음,투앤비 (2NB),36909936,2023.10.27,77,"いつのまにか
( 어느새 )
僕は遠くに来ている
( 난 멀리 와있어)
넌 점이 되어 가지만
나는 가야만 했어

내가 전속력을 달릴 때
너의 실루엣이 점이 돼갈 때야
마지막에 내 뒷모습에
너는 여지없이 고갤 떨궜잖아

사실 못 본척했지만
떨어진 눈물을 알아
나 네겐 비를 내렸지만
화창한 어느 날을 찾는 거야
이기적이게도

でも、どうしようか
( 그렇지만 어떡할까 )
僕は行かないと
( 난 가야겠는데 )
狭い作業室から
( 좁은 작업실을 )
抜け出したいんだけど
( 벗어나고 싶은데 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )
進めよう
( 나아가자 )

내가 전속력을 다해 달릴 때
너의 빛은 점점 희미해져가다
어두운 터널을 마주친 탓일까

다시 돌아갈까 했지만
난 그게 두려운 거야
넌 나를 기다리겠지만
젖을 만한 용기 따위 없는 거야
이기적이게도

でも、どうしようか
( 그렇지만 어떡할까 )
僕は行かないと
( 난 가야겠는데 )
狭い作業室から
( 좁은 작업실을 )
抜け出したいんだけど
( 벗어나고 싶은데 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )

빛으로 가니까
멀어져 가는 거야 너의 이름
멈춰보려고도 했지만
나는 나는

閉ざされた心を開いた
( 닫힌 마음을 열었어 )
そんな君に僕は傷つけた
( 그런 너에게 나는 상처를 줬어 )
僕を 私を許してくれるかな
( 이런 나를 용서할 수 있을까 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
どうしよう
( 어떡하지? )
止められない
( 멈출 수가 없어 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )

どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
止められない
( 멈출 수가 없어 )
どうしよう
( 어떡하지? )
どうしよう
( 어떡해 )
全速力で
( 전속력으로 )
進めよう
( 나아가자 )"
Poppin' Party (Feat. Coa White),Futuristic Swaver,36910947,2023.10.27,58,"어딘가 낯설은 곳
기억나지 않아
내가 어딜 가려 했었나

이 불안한 심장 안
깊게 새긴 나의 오랜 꿈은
잊을 나이 잊을 나이
지울 나이 지울 나이

이미 끝인 힘에 부친
다 미친 소리라 했지
혼자서라도 훨훨 나는
나빌레라 꿈꾸었지

이미 끝인 힘에 부친
들킬세라 꼭 숨겼지
이미 끝은 다가왔지

지워지지 않는 건
너 여태 간직한
깊게 새긴 너의 오랜 꿈이

이미 끝인 힘에 부친
다 미친 소리라 했니
흔적도 없이 사라진 듯
다 잊어도 돼 believe me

If you want me if you need me
I'll be right here if you know me
I'll be right here if you know me

아 우린 밤을 잊은 꼬마 아이들
아 우린 밤을 잊은 꼬마 아이들
아 저 하늘 위로 날아올라
아 저 하늘 위로

후회 없이 미련 없이
나빌레라 꿈꾸었지
후회 없이 미련 없이 너와 같이

If you want me if you need me
I'll be right here if you know me
if you want me if you need me
if you know me

If you want me if you need me
I'll be right here if you know me
if you want me if you need me
if you know me

if you want me if you need me
if you know me"
너에게,이영현,36897464,2023.10.26,58,"오빠야
내가 진짜 좋아하는 사람이
생겨서 혼자 끙끙
앓다가 죽어버릴 것만 같아서
얘기를 한다
눈 앞에 아른아른거리는
잘생긴 얼굴 자꾸
귀에 맴도는 그의
촉촉한 목소리 예
네가 좋아하는 그 남자
도대체 누구길래
이렇게나 들뜬 거니
얼굴은 어떻게 생겼는지
무슨 일을 하는지
나는 너무나 궁금해
나는 너를 좋아하고
너를 좋아하고 너도
나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
말을 하면 멀어질까 너무 두려워
너를 잃기가 나는 너무 무서워
말을 하면 멀어질까 너무 두려워
너를 잃기가 나는 너무 무서워 예
좋아하는 마음에 떨리는 날들에
더 없이 덧없이 마음이 커지고
두근대는 마음에 설레는 날들에
난 헤어 나올 수 없어
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요
나는 너를 좋아하고
너를 좋아하고
너도 나를 좋아하고
나를 좋아하고
우린 서로 좋아하는데도
그 누구도 말을 안 해요"
Plastic Candy,하슬 (ARTMS),36903843,2023.10.26,65,"뭐가 문제야?
왜 그리 시간을 낭비해

네가 가진 목숨이
하나가 끝이 아닌 듯이

그 표정은 뭐야?
다른 사람처럼 느껴져

사람들 속에서 난

왜 다른 생각을 해?
난 절대 멈추기 싫어
이해하려 하지 마

If you want
if you need
I don't know if I can give it to you

If you want
말해도
달라지는 건 하나도 없어

왜 다른 생각을 해?

If you want
if you need
I don't know if I can give it to you

네 뜻대로 했다간
아무 말 못 하게 될 거야

지금이 아니면
절대 안 된다고 생각해

속이 보이는 말은
다시 한번 생각해 줄래

사람들 속에서 난

왜 다른 생각을 해?
난 절대 멈추기 싫어
이해하려 하지 마

If you want
if you need
I don't know if I can give it to you

If you want
말해도
달라지는 건 하나도 없어

왜 다른 생각을 해?

If you want
if you need
I don't know if I can give it to you

네 뜻대로 했다간
무너지고 말 거야
네 뜻대로 했다간

네 뜻대로 했다간
무너지고 말 거야
네 뜻대로 했다간


If you want
if you need
I don't know if I can give it to you

If you want
말해도
달라지는 건 하나도 없어

왜 다른 생각을 해?

If you want
if you need
I don't know if I can give it to you"
JONGNO,HYPNOSIS THERAPY,36909102,2023.10.26,60,"내가 왜 여기 있는지 몰라
지구 한 귀퉁이에
혼자 곰곰이 생각해 보다
알 수 없어 풀 수 없어

내가 왜 여기 있는지 몰라
우주 한 모퉁이에.
혼자 곰곰이 생각해 보다
풀 수 없어 알 수 없어

가는 대로 가는 거지 뭐
하는 대로 하는 거지 뭐
웃는 대로 웃는 거지 뭐
우는 대로 우는 거지 뭐

내가 왜 여기 있는지 몰라
지구 한 귀퉁이에
혼자 곰곰이 생각해 보다
알 수 없어 풀 수 없어

내가 왜 여기 있는지 몰라
우주 한 모퉁이에
혼자 곰곰이 생각해 보다
풀 수 없어 알 수 없어

걷는 대로 걷는 거지 뭐
뛰는 대로 뛰는 거지 뭐
기쁜 대로 기쁜 거지 뭐
슬픈 대로 슬픈 거지 뭐

내가 왜 여기 있는지
내가 왜 여기 있는지
내가 왜 여기 있는지
내가 왜 여기 있는지

내가 왜 여기 있는지
내가 왜 여기 있는지
내가 왜 여기 있는지
내가 왜 여기 있는지 몰라

사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐
사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐

사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐
사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐

사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐
사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐

사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐
사는 대로 사는 거지 뭐
죽는 대로 죽는 거지 뭐"
