Title,Singer,Song_ID,Release_Date,Like_Count,Lyrics
눈,허클베리핀 (Huckleberryfinn),36862334,2023.10.11,"2,709","Hey
It's me
Things have been weird
눈이 가 자꾸 왜 이래 woo
조절이 안돼 이제 oh no
왜 혼자서만 이래
복잡해져
Then let me just make it simple
Oh you're all I think about yeah
I love to get your attention babe
Yeah yeah what I need is only you bebe
너도 너도 그렇다고 말해줘
애써 애써 숨기지는 말아줘
I love to feel the attraction babe
Yeah yeah what I need is only you bebe
자꾸 애써 숨기려고 하지 마
Just say what's right now
I know you love me back
말하지 않아도
Oh I know you love me back
티내지 않아도
Maybe you don't love me back
떨리는 이 느낌 feel so high
Just let me tell you
나에게만 only
달콤하게 holy
달아오른 두 볼이
Show it to you
기다려져 call me
확실히 난 fallin'
차오르는 웃음이
번져가잖아 yeah
태연하게 가려준 햇빛
하나하나 왠지 묻고 싶어
궁금한 게 없는 것 같아
Do you want, want, want me too?
매일 길을 잃어
What if you go away away away?
I love to get your attention babe
Yeah yeah what I need is only you bebe
너도 너도 그렇다고 말해줘
애써 애써 숨기지는 말아줘
I love to feel the attraction babe
Yeah yeah what I need is only you bebe
자꾸 애써 숨기려고 하지 마
Just say what's right now
I know you love me back
말하지 않아도
Oh I know you love me back
티내지 않아도
Maybe you don't love me back
떨리는 이 느낌 feel so high
Just let me tell you
Waiting for your call
매일 밤 생각나
I just wanna fall in love
우연인 척 또
눈을 마주쳐
그럼 뭐 어때
Hi you, hi you
I know you love me back
말하지 않아도
Oh I know you love me back
티내지 않아도
Maybe you don't love me back
떨리는 이 느낌 feel so high
Just let me tell you
나에게만 only
달콤하게 holy
달아오른 두 볼이
Show it to you
기다려져 call me
확실히 난 fallin'
차오르는 웃음이
번져가잖아 yeah"
Dazzling,POW (파우),36859797,2023.10.10,"1,484","Ah-woo Ah-woo
Yeah yeah
Ah-woo Ah-woo
꽉 막힌 이 거릴 You know
누비는 걸음걸이 Yeah
떠들썩해 Holy
Live the city life
Come pet the kitty like prrr
뒤흔들어 Body (Body)
필요 없어 Low key (Low key)
Come on 내일이 오기 전에 Put it down
언젠가 모두 날 외면한대도
이 순간 빛나는 사람은 바로 나인걸
잠든 밤이 깨어나 잠든 밤이
Spinning forever 두 손을 들어 yeah
RA-TA-TA-TA
어서 Get up Get up Why not
RA-TA-TA-TA
바로 지금 Move it right now
When you’re dancing on me
Know I love it baby (woaw)
RA-TA-TA-TA
어서 Get up Get up Why not (Hit it)
화려하게 Party until the AM
Baby You and me 우린 VIP (Hey)
We never stop 리듬에 맡긴 채로
RA-TA-TA-TA
어서 Get up Get up Why not
(vitamin c)
Come be my kitty like prrr, ratatata
Welcome 내 꿈나라
This a toast to my heaven-lee 언니와 짠
Me and my girls love to get our glitter on
We goin' up, throwin' it up, it's a show, now a circus
Mm, y'all need that sauce, come get a whiff of dis, mami go RATATATA
언젠가 모두 날 외면한대도
이 순간 빛나는 사람은 바로 나인걸
잠든 밤이 깨어나 잠든 밤이
Spinning forever 두 손을 들어 yeah
RA-TA-TA-TA
어서 Get up Get up Why not
RA-TA-TA-TA
바로 지금 Move it right now
When you’re dancing on me
Know I love it baby (woaw)
RA-TA-TA-TA
어서 Get up Get up Why not (Hit it)
난 나를 잘 알아
뭐든지 right now
I don’t want to stop it baby
내 마음을 따라 Close
있는 그대로 La Ya-i-ya
RA-TA-TA-TA
Solo quiero quiero bailar yeah
RA-TA-TA-TA
Solo quiero quiero bailar
Let’s Go!
RA-TA-TA-TA
어서 Get up Get up Why not
RA-TA-TA-TA
바로 지금 Move it right now
When you’re dancing on me
Know I love it baby (woaw)
RA-TA-TA-TA
어서 Get up Get up Why not (Hit it)
화려하게 Party until the AM
Baby You and me 우린 VIP (Hey)
We never stop 리듬에 맡긴 채로
RA-TA-TA-TA
어서 Get up Get up Why not
Ah-woo Ah-woo"
Iris,SHARKI,36865948,2023.10.11,28,"(Where’s the love?)
(Lo-lo-love)
(Where’s the love?)
(Lo-lo-love)
I’ve been lucid dreaming, welcome to our final fantasy
아직 헷갈려도 baby tell me what’s reality
어지러운 crystal light
몸은 마치 paralyzed
I got glitter in my body and my vision getting blurred
Vision getting blurred
V-vision getting blurred
I got glitter in my body and my vision getting blurred
Vision getting blurred
V-vision getting blurred
I got glitter in my body and my vision getting blurred
Flashing pink blue lights
Boys being jealous all night (n-n-n-night)
Can you keep the secret?
Sneaky in the back room you and I
You and I
Wake up in the morning just you and I
See, you’ll come around me boy
We’re not in the black room, shadows flying to the moon (flying to the moon)
You’ve been
So good
So sweet to me all this time
You won’t
Be here but I just wanna be your
I’ve been lucid dreaming, welcome to our final fantasy
아직 헷갈려도 baby tell me what’s reality
어지러운 crystal light
몸은 마치 paralyzed
I got glitter in my body and my vision getting blurred
Vision getting blurred
V-vision getting blurred (oh)
I got glitter in my body and my vision getting blurred (call me babe)
Vision getting blurred
V-V-vision getting blurred
I got glitter in my body and my vision getting blurred
(Ah)
Where’s the love?
Lo-lo-love (locked to you)
(Call me babe)
(Ah)
Where’s the love?
Is this a deja-vu?
I only see this with you
No more air inside the room
I can’t escape I’m locked to you
Is this a deja-vu?
I only see this with you
No more air inside the room
I can’t escape I’m locked to you
(Where’s the love? Lo-lo-love)
I’ve been lucid dreaming, welcome to our final fantasy
아직 헷갈려도 baby tell me what’s reality (what’s reality)
어지러운 crystal light
몸은 마치 paralyzed (oh)
I got glitter in my body and my vision getting blurred (where’s the love?)
Vision getting blurred (woah)
V-vision getting blurred
I got glitter in my body and my vision getting blurred (oh)
Vision getting blurred (oh)
V-V-vision getting blurred
I got glitter in my body and my vision getting blurred
(Where’s the love? Lo-lo-love)"
Abyss Remix,"Mix.audio, 피타입 (P-TYPE)",36858000,2023.10.09,"34,746","함성이 번져 숨이 차올라
이 밤의 주인공 쏟아진 Spotlight
멈추지 마라 힘껏 외쳐봐
우리 오늘 후회 없도록
더 두려울 것이 없어 타오르는 너의 heart beat
모두가 함께 미쳐 하늘로 높이 뛰어
열정을 채워줄게 날 따라 함께하게
Let’s Go, Go Baby
나만 믿고 따라와 따라와
너를 위해 난 노래할 거야
심장소리 난리 나 난리 나
Put your hands up in the air
Just raise your hands
미쳐 이 순간
Tonight It's Do or Die
Tonight It's Do or Die
세상을 뒤흔들어 봐 뛰어봐
Move your body like It's Do or Die
Woah
Woah
Like It's Do or Die
Woah
Woah
Like It's Do or Die
나사 하나 빠진 것처럼 막
향기에 취해버린 것처럼 now
오직 너만의 영웅이 되어
모든 걱정을 다 막아줄게
오늘 밤 우린 Party Time
분위기를 전부 휘어잡아
맘이 시키는 그대로 춤춰
나만 믿고 따라와 따라와
너를 위해 난 노래할 거야
심장소리 난리 나 난리 나
Put your hands up in the air
[Hook]
Just raise your hands
미쳐 이 순간
Tonight It's Do or Die
Tonight It's Do or Die
세상을 뒤흔들어 봐 뛰어봐
Move your body like It's Do or Die
Woah
Woah
Like It's Do or Die
Woah
Woah
Like It's Do or Die
가슴 벅찬 이 순간 (Right Now)
Let's turn up
Let's get loud
기억해 오늘 너와 나 (You and I)
Let's get loud
Just raise your hands
미쳐 이 순간
Tonight Let’s Do or Die
Tonight Let’s Do or Die
세상을 뒤흔들어 봐 뛰어봐
Move your body like It's do or die
Woah
Woah
Like It's Do or Die
Woah
Woah"
심판,"오영, Mingginyu (밍기뉴)",36856204,2023.10.09,145,"알고 싶은 게 아니더라도
그래도 이거 하나 너 알아둬야 해
이미 모든 건 다 무너져 가고
이제 상식 따윈 없어
불편한 말들에
불편한 게 싫어?
불편하게도 지금 여긴
빙글뱅글 막 돌아가고
이건 나도 예상을 못 했어
미치광이에 막 놀아나고
원래 이 세상은 요지경이야
신이 나지 상자에서
알고 싶지를 않아
뭐 본질 따윈 버려도 돼 그래도 돼
사실 나는 니가 아는 여기에서
갖고 싶은 건 딱 하나야
불편해 보이는
불안해 보이는
불쌍해 보이는 너의 얼굴
빙글뱅글 막 돌아가고
이건 나도 예상을 못 했어
미치광이에 막 놀아나고
원래 이 세상은 요지경이야
손가락
말투
토론
뉴스
빙글뱅글 막 돌아가고
이건 나도 예상을 못 했어
미치광이에 막 놀아나고
원래 이 세상은 요지경이야
신이 나지 상자에서"
Lost (Feat. Chan),기원 (Giwon),36854538,2023.10.08,"1,496","Super Powers Super Duper
Boom Pow
Super Powers
Let's go
난 포기란 없어 배운 적 없어
첫 발을 내딛어
Look at me Look at me Look at me
내 미래를 찾아 도착한 이 곳
빌딩숲 사이로 보이는
햇빛을 따라서 가보자
지도는 없어요, 알 수 있어
나를 이끄는 힘, let's Go
Look at my super power
누구든 원한다면
지금부터 보여줄게
저 높이 날아올라
손 끝 한 번 스쳐 어둠 속의 너를 구해
다채로운 영웅
Boom Pow Boom Pow Boom
look at my heart, 느껴봐 force
looking like hulk, three two one Pose
완성되는 power
I‘m a I'm a Super Power
Super Powers
I'm a get you, get you now (Boom Pow)
Super Powers
Boom chick pow Boom chick pow
느껴져 온몸에 퍼지는 괴력 it's out
Super Powers Super Duper Powers
만화속의 악당들은 어디든 있지
내 눈 앞에 띄지 않게 조심해 yo watch out
위기의 순간은 언제나 나를 따라오는 클리셰
우리의 가장 큰 무기는 한계를 넘는거야 Ah Ah
실패는 없어요 할 수 있어
운명을 믿어요, Let's go
Look at my super power
누구든 원한다면
지금부터 보여줄게
저 높이 날아올라
손 끝 한 번 스쳐 어둠속의 너를 구해
다채로운 영웅
Boom Pow Boom Pow Boom
look at my heart, 느껴봐 force
looking like hulk, three two one Pose
완성되는 power
I'm a I'm a Super Power
Super Powers
I'm a get you, get you now
Super Powers
Boom chick pow Boom chick pow
느껴져 온몸에 퍼지는 괴력 it's out
Super Powers Super Duper Powers
하나, 둘, 셋 Boom pow!
둘, 둘, 셋
하나, 둘, 셋 Boom pow! Super Duper Powers
눈빛은 더 강렬하게 마음은 더 따뜻하게
나가신다 길을 비켜라
Who's next? baby
손 끝 한 번 스쳐 어둠속의 너를 구해
다채로운 영웅
Boom Pow Boom Pow Boom
look at my heart, 느껴봐 force
looking like hulk, three two one Pose
완성되는 future
I'm a I'm a Super Power
Super Powers
I'm a get you, get you now
Super Powers
Boom chick pow Boom chick pow
느껴져 온몸에 퍼지는 괴력 it's out
Super Powers Super Duper Powers"
MEDUSA,JUST B (저스트비),36855015,2023.10.09,154,"산다는 건 그런게 아니겠니
원하는 대로만 살수는 없지만
알 수 없는 내일이 있다는건 설레는 일이야
두렵기는 해도 산다는건
다 그런거야
누구도 알 수 없는 것

너는 어떻게 생각하니
사는 동안에 중요한 것이
웃을 수만 있다면 행복하겠지만
그렇지 않다는 게 현실이잖아
때로는 어려울 때도 있겠지 때
로는 미워도 하겠지
오해하고 이별하고 상처가 되도
함께 한다면 이겨낼 수 있는데
산다는 건 그런게 아니겠니
원하는 대로만 살수는 없지만
알 수 없는 내일이 있다는건 설레는 일이야
두렵기는 해도
산다는건 다 그런거야
누구도 알 수 없는 것
아직도 장미를 좋아하니 요즘도
가끔씩 생각하니
엇갈리는 마음에 서로를 울렸던
철없이 사랑했던 우리의 모습
이제는 마음도 많이 변했고
겉 모습도 많이 변했지
하지만 잃어버린 우리의 모습은
우리를 닮은 아이들의 몫인걸
산다는 건 그런게 아니겠니
원하는 대로만 살 수는 없지만
알 수 없는 내일이 있다는건 설레는 일이야
두렵기는 해도
산다는건 다 그런거야
누구도 알 수 없는 것
*chorus repeat
(산다는건)그런게 아니겠니
(산다는건)다 그런거야
(산다는건)그런게 아니겠니
(산다는건)다 그런거야
산다는건 다 그런거야 누구도 알 수 없는것"
"오이시쿠나레 (Feat. 하리,키미)",비남,36856057,2023.10.08,255,"OhOhOhOhOhoh
OhOhOhOhOhoh
OhOhOhOhOhoh

우주가 기운 것 같아 니가 나타나던 순간
운명 같은 힘이 나를 끌어당겨
지금 니 앞에 있어
목적지엔 Only you and I
함께면 난 다 All Right
분명히 우린 같은 꿈을 향해
Your love = Miracle (꿈들이 이뤄져)
원하던 니 모든 걸 말해줘
같이 갈래?

Universe, Universe
You’re My Universe Universe
어서 Yes Yes Yes Yes 답해줘
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
Universe Universe

본 적 없는 미지의 세계로 날아가
Flash light, 반짝이는 나를 찾아줘
One Dream, One Goal, One Star
날 부르는 소리
결국 우린 하나가 될 테니까 Ah
마하보다 빠른 My heartbeat
I’ll Never Stop 느껴져?
모든 게 처음인 날 꽉 잡아 줘
Everything is beautiful (널 본 후 난 그래)
원하던 니 모든 걸 말해줘
같이 갈래?

Universe, Universe
You’re My Universe Universe
어서 Yes Yes Yes Yes 답해줘
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
Universe Universe

부딪힌 순간 바로 이 순간
터져 나온 셀 수 없는 빛
그 안에 너와 그 안에 내가
끝내 하나가 돼
같이 갈래?

Universe, Universe
You’re My Universe Universe
어서 Yes Yes Yes Yes 답해줘
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
같이 갈래? (OhOhOhOhOhoh)
Universe Universe

OhOhOhOhOhoh
OhOhOhOhOhoh
OhOhOhOhOhoh
Universe Universe"
Cozy Dream,P!nUp (핀업),36855168,2023.10.07,71,"멀어지는 나의 뒷모습을 보면은
떨어지는 눈물 참을 수가 없다고
그냥 돌아서서 외면하는 그대의
초라한 어깨가 슬퍼

이젠 다시 볼 수 없을 거란 인사에
나의 눈물 고인 눈물방울 흐르고
그대 돌아서서 외면하고 있지만
흐르는 눈물을 알아

이렇게 쉽게 끝나는 건가
이것이 우리의 마지막 모습인가

헤이 한 번만 나의 눈을 바라봐
그대의 눈빛 기억이 안 나
이렇게 애원하잖아

헤이 조금만 내게 가까이 와 봐
그대의 숨결 들리지 않아
마지막 한 번만 더 그대의 가슴에
안기고 싶어

이렇게 쉽게 끝나는 건가
이것이 우리의 마지막 모습인가

헤이 한 번만 나의 눈을 바라봐
그대의 눈빛 기억이 안 나
이렇게 애원하잖아

헤이 조금만 내게 가까이 와 봐
그대의 숨결 들리지 않아
마지막 한 번만 더 그대의 가슴에
안기고 싶어"
여행처럼 살어!,타미즈 (Tamiz),36854545,2023.10.06,"38,165","That’s in the vibe
Hold up Yeah

Iconic move my motion
늘 뭔가 색다른 옷 전시해
Soul, emotion
Bad kid with a strong ego
깎아내려 봐도
(Glow)
싹 다 보란 듯이 G.O.A.T
(G.O.A.T)
That’s my check,
Full with the facts
접어 의심 그냥 보고
Fact Check
(Fact Check)

띄워 Question question question
marks in everywhere
How u do that?
아마 그건 DNA
Monalisa never cry don't you see
Tap tap u tappin' all day
내 패는 Stand, black jack (ah!)

Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that
Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that

Ooooh 난 불가사의
Check that check that
Go ask the world and check that

Check that check that
I’m fine 그냥 제패
난 프레임을 깨 Like Banksy
또 한 번 저질러
Get back, get back
걸어둬 날 루브르에
Next to the Lisa, touché
이 시간이
살아 숨 쉬게 영원히

띄워 Question question question
marks in everywhere
I don't answer,
와서 직접 보게 해
어떻게 봐도
늘 빛나는 Gem
깎아내려 봐
더 정교해질 뿐야 Babe

Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that
Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that

Ooooh 난 불가사의
Check that check that
Go ask the world and check that

Ooooh 난 불가사의
Check that check that
Go ask the world and check that

한계 따위 없어 난
날 끝없이 새겨
새롭게 피워내
Something different
모든 틀은 깨져
모든 시간 속에
우릴 숨 쉬게 할 테니까

그리 놀랍지도 않게
내가 태우던 밤
내가 발화점
Paint like Gogh
나를 담아낼 수 있게
더 뭐든 갈았지
No fake show
Ready or not
(ready or not)
Do or we die
We bout’ to fly (woah)
나를 믿어봐 더
Take it slow
Come and check it
작품은 나

Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that
Check the facts go check that
Check the facts go check that
Check the stats go check that
Check that check that

Ooooh 난 불가사의
Check that check that
Go ask the world and check that

Ooooh 난 불가사의
Check that check that
Go ask the world and check that"
유령극장,모스크바서핑클럽,36853992,2023.10.06,"51,151","You know I gotcha
You know that I got you like that
Ain’t nobody gonna have your back
like the way I do
You love it just say you do

You know you got me
Everything you do
Everything you did
Everything I wish I was with
Makes me feel alright
I’m just saying so

I really like it
Nothing in the world can make me feel the way you do the things you do
I really like it
Nothing in the world can make me feel the way you do the things you do

I love you and me
Dancing in the moonlight
Nobody can see
It’s just you and me tonight
I love you and me
Dancing in the moonlight
Nobody can see
It’s just you and me tonight

Look at you now look at me
How you ever ever gonna find someone like this
Look at you now look at me
How you ever ever gonna find someone like this

You’re the reason my heart skips drops
Just a little touch my world stops
Finally I know that you’re mine
I don’t want to fall
Don’t wanna play this game of love oh eh oh
There’s nowhere to hide

I really like it
Nothing in the world can make me feel the way you do the things you do
I really like it
Nothing in the world can make me feel the way you do the things you do

I love you and me
Dancing in the moonlight
Nobody can see
It’s just you and me tonight
I love you and me
Dancing in the moonlight
Nobody can see
It’s just you and me tonight

Look at you now look at me
How you ever ever gonna find someone like this
Look at you now look at me
How you ever ever gonna find someone like this

I don’t care about your first love,
This should be your last one
Nothin’ like your last one
You look better on me, that’s fashion
Won’t block your shot, lights camera action
Never been a love me or a love me not thing
Every petal better tell him better not change
I love you I love me a lot, wait
Which one I love better, better off not saying

I love you and me"
엘(EL),탁(Tak),36855181,2023.10.06,40,"캠핑 그냥 한번 가봐
우리 젊음의 낭만을
오늘 그냥 한번 가봐
oh ho it's crazy
캠핑 그냥 한번 가봐
아무 계획 하지 말고
지금 그냥 한번 가봐
oh ho it's crazy
차 타고 내 옆에 너만 있으면 난 끝
너 하나만 있으면 어디가 됐던
my life 최고의 trip
그게 오지가 됐던 비가 내리던
우리의 Paradise song
Let's go together
viva camping
let's clap let's clap
모두 다 함께
With me feel me
계속 Eye contact
let's clap let's clap
모두 다 함께
With me feel me
Yes like that
let's clap
캠핑 그냥 한번 가봐
담백한 바베큐
지금 그냥 한번 가봐
oh ho it's crazy
낭만적인 호즈키
밤새도록 우리 둘이
살을 부딪히며 hug me
oh ho it's crazy
남이 해줄 수 없는걸
나에게 다 줬고
남에겐 허용 할수 없는걸
난 널 위해 다했고
남이 이해 할수 없는걸
넌 다 감싸 주었고
남이 하려 해도 못 하는
수천 번의 기도
I'm still doing it for you
Listen to my plans 1, 2, 3
셀 수 없이 적혀 내려진
paper Keep going
I'll make you smile everyday
The clap The clap lets clap
viva camping
우리는 점점 더 닮아가
웃는 모습까지 거울 같아
너라는 사람을 만난 건
a gift from God
a gift from God
One more time baby
Say Hoo one more time 4
(I knew you do it)
let's clap let's clap
모두 다 함께
With me feel me
계속 Eye contact
let's clap let's clap
모두 다 함께
With me feel me
Yes like that
캠핑 그냥 한번 가봐"
괜찮을거예요,이은미,36852182,2023.10.06,229,"여태 너가 아는
나는 내가 아니야
수없이 많은 내 모습 중
넌 누굴 만난 걸까
운이 좋다면
만나게 될지 몰라
한번 나올까 말까 한 uh
착한 내 모습을
원한다면 내게 줘 니가 가진
모든 게 필요해 난 그게 가장 중요해
싫다 해도 상관없어 어차피
준비된 완벽한 각본 속 이제 시작해 now
빛나는 fantasy 불 보듯 뻔하지
백날 뛰어봤자 손바닥 안이지
인생은 so easy 모조리 내 거지
열심히 해봤자 주인공은 나지
네 정신 잘 챙겨
내 화려한 모습에
넌 전부 잃게 될 거야
그래도 웃고 있네
그래 화사한
나를 본 게 어디니
니건 내 꺼 내 것도 내 거
욕심이 난 많아
날 위한 게 아냐 착한 건 Hurt me
주어진 삶대로 날 살라는 건 Bad for me
그게 뭐든 탐난다면 Go for it
준비된 완벽한 각본 속 이제 시작해 now
빛나는 fantasy 불 보듯 뻔하지
백날 뛰어봤자 손바닥 안이지
인생은 so easy 모조리 내 거지
열심히 해봤자 주인공은 나지
dangerous 후진은 없어
남은 건 지금뿐 no more
스릴을 즐겨 지금 now
충고들은 내겐 Siren
날 포위한대도 뚫고 가 My way
겁먹기보단 겁을 주는 Type
눈치챘다면 물러서 다
가만히 있어도
매력이 흘러넘쳐
발버둥 쳐도 소용없어
누구보다 on it
다 내 멋대로 go baby
빛나는 fantasy 불 보듯 뻔하지
백날 뛰어봤자 손바닥 안이지
인생은 so easy 모조리 내 거지
열심히 해봤자 주인공은 나지"
Fly Away,이태욱 (소란),36853070,2023.10.05,132,"걔는 성실하고 공부도 잘해
모자람이 없는 게 모자란 듯해
똑같이 따라 하면 느낌이라도 날까 나
걔는 모두의 구세주 칭찬만 듣네
비밀이 있다 해도 뭔가 위험할 듯해
꽁무니만 쫓으면 그 냄새라도 밸까 나
의미 없는 탐구
아 가망 없는 도전
이건 찬가 혹은 험담
결국엔 부러움
걔는 성실하고 공부도 잘해
모자람이 없는 게 모자란 듯해
똑같이 따라 하면 느낌이라도 날까 나"
모르는 사이가 되자,휘현,36849203,2023.10.04,"4,402","가만있기 힘들어 느껴지니 이 리듬
공기의 떨림이 커졌어
원한다면 이 기분, 몸짓으로 표현해
세상에 없던 춤을 출게
Just for you
심장이 내 귓가로 온 듯
두근대는 소리가 커
어젯밤 사이 우리 둘 사이
뭔가 변한 것 같아 (It’s true)
너와 내 맘에 eh
길었던 밤은 안녕, 내가 불을 켤게
바람이 분다 ah
너라는 계절 그 너머로 사랑이 분다
Whoo
It’s Love Effect
내가 좋은 사람이 된 것 같은 기분
마치 sunflower 너한테 난 이끌리지
Before I meet U I was eclipse
전혀 빛을 보지도 못했는데
Now I feel I’m alive
Just blow the cloud
모든 건 네게 향해
말로 못 해 난 여태 꾹꾹 누른 마음탓에
붕괴되기 직전이었어
마치 뉴런이 싱크 된 듯 너의 감정을 다 느껴
내가 넌지 혹 네가 난지 구분 안 될 정도야
너와 내 맘에 eh
길었던 밤은 안녕, 내가 불을 켤게
바람이 분다 ah
너라는 계절 그 너머로 사랑이 분다
너의 웃음 네 향기
내게 닿은 순간 느껴진
사랑의 입자
Woah woo woah woo yeah eh
너의 꿈과 네 눈빛
내게 닿은 사랑의 파동
나도 이런 내게 Goosebumps 하는 걸
빰빠밤빠밤 빰
바람이 분다 ah oh yeah
아주 먼 훗날에 eh
우리가 다른 세상에 다른 모습이어도
그때도 만나 ah
이 별에서 못다 한 이야기를 이어가길 약속해
너의 웃음 네 향기
내게 닿은 순간 느껴진
사랑의 입자
너의 꿈과 네 눈빛
내게 닿은 사랑의 파동
우리에게 바람이 분다
Whoo"
아침 점심 저녁 너,정단,36849970,2023.10.04,"1,125","Crash Crash

Yeah 무리 지어 fox hunting uh, go play it
죄의식 없이 they just playing
진을 치네 맴맴 또 뱅뱅
비릿한 태도로 피해 잘 가려내고

Giddy up, giddy giddy up 차렷 열중쉬어
약육강식의 권력 날 꿇리지
항상 약한 놈이 술래
뗄 수 없어 부적응자 tag

Oh 창살이 없는 jail, can’t run away
소리 없이 죽어가는 class
Bom Bom Bom

Boom Crash Duck 위험해
Full metal jacket 날 노려
죄다 포위된 채
Get out of my way
Get out of my way Right now!

사방이 다 cold blood killer
내게로 날아든 폭력의 gunshot
늦기 전에 pull the trigger
맞서서 fight
Bom Bom Bom

가해자의 playground
그 안에서 놀아나 up down yup
허울뿐인 개-입된 선
Out of my mind
Going out of my mind

Trr Ga Trr Ga
Give it another body shot
This is war 희망이란 쓸모없는 가림막
심신은 panic, CPR도 can’t save it
정의 실현 따위 먼 얘기

Eh oh
Take a shot, take a shot
어서 guard 올려 right now

Say eh oh
광기가 깨-어나
Bom Bom Bom

Boom Crash Duck 위험해
Full metal jacket 날 노려
죄다 포위된 채
Get out of my way
Get out of my way Right now!

사방이 다 cold blood killer
내게로 날아든 폭력의 gunshot (shot!)
늦기 전에 pull the trigger
맞서서 fight
Bom Bom Bom

새까만 sight
날 옭아매는 violence
더는 피하지 않아
그저 몸을 던져

반복되는 비극 앞에
나 도망치지 말고 싸워야 해
용서받지 못한대도
I’m gonna end this war babe

Boom Crash Duck 위험해

Boom Crash Duck 각오해
Full metal jacket을 걸쳐
끝을 봐야만 해
Get out of my way
Get out of my way Right now!

Gonna be a cold blood killer
참혹한 현실에다 날려 one shot
냉혈하게 pull the trigger
다 비켜 now

Let me see your hands up!

Yo Hands up, get down now EPEX gon’ crash uh
하나, 둘, 셋, Like Bom Bom Bom,
Everybody now, Bom Bom Bom,
Bom Bom Bom"
ANOTHER LESSON,루피 (Loopy),36849205,2023.10.04,"10,708","Flash 빛이 나는 소리 찰칵
썰었다 뒤집어져 발칵
Mi casa, su casa
Chili chili chili and I (whoo)

Cash 난 번 다음 찢었네
Do you really want a romance?
이건 내 방식이야 Poclain
Chili chili chili

Taste like chili
Feel it?
Dilly
Taste like chili (whoo)
Chili
Feel it?
Dilly dilly dilly and I (whoo)

Taste like chili
Feel it?
Dilly
Taste like chili (whoo)
Chili
Feel it?
Dilly dilly dilly and I (whoo)

Lady 보이지 않아도 걸어가
내일이 오지 않을 것처럼 굴어도
세상을 거꾸로 봐
네 자신에게 물어봐
내가 여기에 있는 이유
따끔한 맛

Trash 주워 담기엔 바뻐
쉬는 날 정원 가꿔
기다리는 나의 Flowers
Chili chili chili and I (whoo)

Fish
Yo te conozco bien
가져와봐 내 앞에
Shimmy shimmy ya ya
Gimme gimme ya ya
Chili chili chili

Taste like chili
Feel it?
Dilly
Taste like chili (whoo)
Chili
Feel it?
Dilly dilly dilly and I (whoo)

Taste like chili
Feel it?
Dilly
Taste like chili (whoo)
Chili
Feel it?
Dilly dilly dilly and I (whoo)

Lady 보이지 않아도 걸어가
내일이 오지 않을 것처럼 굴어도
세상을 거꾸로 봐
네 자신에게 물어봐
내가 여기에 있는 이유
Girls, We keep it spicy

Chili

Taste like chili
Dilly dilly dilly and I
Taste like

Taste like chili
Dilly dilly dilly and I
Taste like"
걔 (Feat. 허주),티키틱,36849128,2023.10.05,49,"조금씩 네 안에 들어가
닫혔던 내 맘에
봄바람처럼 불어오고
새하얀 벚꽃잎이 지고
뜨거운 햇살
어느새 여름
또 하루 흐르는 시간
같은 거리
항상 지루한 오늘도
니가 바꿔준 시간
같은 거리도
이젠 왜 다른 건지
조금 자연스러운
모습도
화장기 없는 얼굴도
널 닮은 못난 인형도
나에겐
정말 왜 이리 좋은 건지
날보며 웃는 날 닮은 너의
얼굴보면 난
그렇게 네 안에 들어가
닫혔던 내 맘에
찬바람들은 사라지고
새하얀 눈꽃잎이 녹고
한번 더 그 온기에
난 또 웃게 되고
또 네 안에 들어가
닫혔던 내 맘에
봄바람처럼 불어오는
새하얀 벚꽃잎사이로
뜨거운 햇살
어느새 여름
다시 찾은 거리도
그때와
같이 들뜬 이 기분도
뜨거운 여름 햇살도
선물같아
정말 왜 이리 좋은 건지
널보며 웃는 널 닮은 나의
얼굴보면 난
그렇게 네 안에 들어가
닫혔던 내 맘에
찬바람들은 사라지고
새하얀 눈꽃잎이 녹고
한번 더 그 온기에
난 또 웃게 되고
또 네 안에 들어가
닫혔던 내 맘에
봄바람처럼 불어오는
새하얀 벚꽃잎사이로
뜨거운 햇살
어느새 여름
한번 더 너와 함께 한 난
그렇게 네 안에 들어가
닫혔던 내 맘에
찬바람들은 사라지고
새하얀 눈꽃잎이 녹고
한번 더 그 온기에
난 또 웃게 되고
또 네 안에 들어가
닫혔던 내 맘에
봄바람처럼 불어오는
새하얀 벚꽃잎사이로
뜨거운 햇살
어느새 여름"
