Title,Singer,Song_ID,Release_Date,Like_Count,lyrics,Album,Genre
춤을 추자 우리,박현서,36605345,2023.07.11,138,"오늘은 뭔가 다를 것 같은 이 기분
향기로운 바람이 스치면
어둠이 내려앉은 이 거리를 따라
반짝이는 너와 나 꿈속의 starlight
지난 꿈속에
나를 찾아와서
떠나자고 하던 너
불빛 속에서
자유로워 우린
Love is like a dream
and now
이렇게, 춤을 추자 우리
what a dream
너무 아름다워
나도 몰래 흘러가는 시간
잡아둘래 난 널
우린 여기서, 이렇게
그냥 난 춤을 출래 너와
what a dream
아주 오랫동안
나도 몰래 흘러가는 시간
잡아둘래 전부
우린 여기서, 이렇게
가만히 눈을 감고 귀를 기울이면
네 숨결을 느낄 수 있는 걸
구름을 걷는 듯한 이 기분은 뭘까
반짝이는 너와 나 꿈속의 starlight
이렇게, 춤을 추자 우리
what a dream, 너무 아름다워
나도 몰래 흘러가는 시간
잡아둘래 난 널
우린 여기서, 이렇게
그냥 난 춤을 출래 너와
what a dream
아주 오랫동안
나도 몰래 흘러가는 시간
잡아둘래 전부
우린 여기서, 이렇게
달이 밝으면
숨을 죽이고서
창문 너머로 가자
달빛 속에서
자유로워 우린
love is like a dream
and now
이렇게, 춤을 추자 우리 (춤을 출래)
what a dream, 너무 아름다워 (oh)
나도 몰래 흘러가는 시간
잡아둘래 난 널
우린 여기서, 이렇게
그냥 난 춤을 출래 너와
what a dream
아주 오랫동안
나도 몰래 흘러가는 시간
잡아둘래 전부
우린 여기서, 이렇게",춤을 추자 우리,댄스
Slap Funk,트러스트(Trust),36605312,2023.07.11,1,,Slap Funk,댄스
Shine On Me,루시드 (Lucid),36605295,2023.07.11,3,"You And I
You And I
Shine On Me
Ah Oh! Twinkle
우릴 향해 웃잖아
You And I
You And I
Shine On Me
Ah Oh! Sparkle
우릴 보고 있잖아
너 쳐다보지마
당당하게 내게 얘기해
Baby Talk To Me
니가 끌리는데로 하면되 내게 말해 넌
That’s Right! I Like It!
You Never Know!
뻔한게 좋아 있잖아!
더 이상 숨기지 말고
1 to 10 전부 보여줘
빙빙 돌지마!
바로 오늘 길을 넌 알고 있어
봐봐 빛나는 내 눈동자를
난 알아야겠어
널 향해 뛰는 이 마음이
What You Wanna Say
묘한 눈빛이 마주쳤어 너도
느꼈잖아 짜릿함을
You And I
You And I
Shine On Me
Ah Oh! Twinkle
우릴 향해 웃잖아
You And I
You And I
Shine On Me
Ah Oh! Sparkle
우릴 보고 있잖아
Looking Eyes
Feeling You
More And More
이 설렘이 멀기전에
Looking Eyes
Feeling You
More And More
이 사랑이 멎기전에
힘을 내 내게 다가와!
더 이상 감추지 말고
1 to 10 전부 알려줘
사랑은 Timing
바로 오늘 길을 넌 알고 있어
봐봐 빛나는 내 눈동자를
난 알아야겠어
널 향해 뛰는 이 마음이
What You Wanna Say
묘한 눈빛이 마주쳤어 너도
느꼈잖아 짜릿함을
You And I
You And I
Shine On Me
Ah Oh! Twinkle
우릴 향해 웃잖아
You And I
You And I
Shine On Me
Ah Oh! Sparkle
우릴 보고 있잖아
Looking Eyes
Feeling You
More And More
이 설렘이 멀기전에
Looking Eyes
Feeling You
More And More
이 사랑이 멎기전에",Shine On Me,댄스
Serendipity,퓰리 (PEULY),36605157,2023.07.11,12,"(Doo boo bi bae boo boo bae ya)
Too many times
We tried so hard being somebody else
But it didn’t feel right
Pretending to be who we aren’t
So we wore some fancy clothes
Hoping this would truly show ourselves
It only made it worse
Thinking can't we truly express ourselves
(How how)
How can we move to this song
When everything’s unclear and
Everything's blue as the sky
Guess we’ll fall and make mistakes
But this can make us strong
I promise you
Dancing to this all day long
Serendipity baby
This isn’t what we planned
But look at all the happy things
That we've created
Serendipity baby
This wasn’t what we planned
But let’s take all the good things
From our misery
(Doo boo bi bae boo boo bae ya)
(Doo boo bi bae boo boo bae ya)
So I start to let things go
One at a time
High pride and a silly heart
Don’t mind if I act so smart (so smart)
Been burned and torn apart
Yeah, I really need a fresh start
Hey girl but this is only one
Of a thousand more that is to come
(How how)
How can I groove to this song
Would you care to give a hand
When I'm tired of being alone
Too much pain made you hide
But trust me you'll be fine
I promise you
This ain't everything in life
Serendipity baby
This isn’t what we planned
But look at all the happy things
That we've created
Serendipity baby
This wasn’t what we planned
But let’s take all the good things
From our misery
(Doo boo bi bae boo boo bae ya)
(Doo boo bi bae boo boo bae ya)
(Doo boo bi bae boo boo bae ya)
(Doo boo bi bae boo boo bae ya)
Serendipity baby
This isn’t what we planned
But look at all the happy things
That we've created",Serendipity,"댄스, 인디음악"
Box Box,Retrofy,36604208,2023.07.11,0,,Box Box,댄스
SUMMER POTION,ZOEE,36602753,2023.07.11,8,"Look at you try to lie to me
But i don’t really care about it
Last year, you and I, we had a summer fling
I can’t get over thinkin bout it
Suspense, can we be just friends?
We say it over and over again
depends, when the weekend ends
You know we might be in trouble
I can’t get you out of my mind
‘Cause your body your body
tastes like summertime
Go on and jump in
(jump jump jump jumpin in)
watcha gonna do
watcha gonna do
Jump in
(Jump jump jumpin in jumpin in)
Step up and dive in the deep end
Go on dip ya toes in
Come on baby drink that summer potion
Go on and jump in
Jump in baby
The waters warm
So honey won’t you jump in
I think you keep a little piece of me
From one night late last year
It might be a big reason I
Still think about us in the starlight
Deja Vu, I want you
Surreal ‘cause it feels like I never really lost you
I don’t want to let you go this time
Let’s pick it up from where we started
I can’t get you out of my mind
‘Cause your body your body
tastes like summertime
Go on and jump in
(jump jump jump jumpin in)
watcha gonna do
watcha gonna do
Jump in
(Jump jump jumpin in jumpin in)
Step up and dive in the deep end
You know it’s not toxic
Come on baby drink that summer potion
Go on and jump in
Jump in baby
You know you taste like summer summer
Go on and jump in
(jump jump jump jumpin in)
watcha gonna do
watcha gonna do
Jump in
(Jump jump jumpin in jumpin in)
Step up and dive in the deep end
Go on dip ya toes in
Come on baby drink that summer potion
Go on and jump in
Jump in baby
The waters warm
So honey won’t you jump in",SUMMER POTION,댄스
Cream Soda,EXO,36604256,2023.07.10,60198,"톡 쏘는 듯한 느낌
꽤나 부드러운 Cream
섞일수록 더욱 진해져 Baby
또 목이 타는 기분
살짝 위태로운 지금
다른 걸론 절대 만족 못 해
Baby come closer
입 안 가득 퍼져
처음 맛본 특별한 끌림
이 자극적인 텐션
Like a bottle of cola
넌 탄산처럼 Pop 터져 이미
이성이 다 마비된 듯
사랑 앞에선 Baby 자꾸만 비틀
까다로운 척 이리저리 재 봐도
원래 몸에 해로운 게 끌리는 거 알지
주체 못 할 Appetite
내 모든 걸 뒤흔든 그 맛
I need all ya cream soda
녹아들수록 좀 더 달콤해져
내 맘을 아주 쏙 빼놔
I need all ya cream soda
톡 쏘는 듯한 느낌
꽤나 부드러운 Cream
섞일수록 더욱 진해져 Baby
Baby go dum dum
머릿속을 Shakin’
딱 한입에 난 이미 Freezin’
Give me that yum yum
아찔한 넌 Tasty
날 사로잡은 달콤한 그 Flavor
Yeah 달콤해 이건 마치
Bon bon dessert
한 모금 들이마신 순간
Dumb dumb befooled
날 자제하려 시도했지만
조절이 안 돼
맘보다 본능이 So fast
이대로 멈출 수 없어
You know I gon get it get it
주체 못 할 Appetite
(get it get it)
내 모든 걸 뒤흔든 그 맛
I need all ya cream soda
녹아들수록 좀 더 달콤해져
내 맘을 아주 쏙 빼놔
I need all ya cream soda
넘쳐나는 거품 Fill it up
(Oh fill it up)
부드럽게 채워 Get it up
(Oh get it up)
벗어나길 원치 않아 Drink it all
번져가는 Love so sweet
머리가 깨질 듯이 시린
너의 투명한 바닥 끝까지
자꾸 욕심나
좀 더 맘을 녹여줘
살짝 맛볼 정도만
중독적인 Appetite
내 심장에 맴도는 그 맛
I need all ya cream soda
(Oh yeah soda)
음미할수록 좀 더 달콤해져
그 끝을 알고 싶어 난
I need all ya cream soda
So baby tonight
whet my appetite cream soda
톡 쏘는 듯한 느낌
꽤나 부드러운 Cream
섞일수록 더욱 진해져 Baby
또 목이 타는 기분
살짝 위태로운 지금
다른 걸론 절대 만족 못 해",EXIST - The 7th Album,댄스
In Bloom,ZEROBASEONE (제로베이스원),36601157,2023.07.10,65925,"아침이 와
어제와 달라진 눈부신 Light
눈을 뜨면
움츠렸던 꽃잎은 피어나
가장 아름답게
세상을 다 물들여도
영원한 건 없대
결국엔 모두 시들 테니
난 운명조차 Change
널 향해 On my way
놓치지 않게 Chase
Yeah, It’s all because of you
난 그저 모르는 체
반복해 Day after day
결말은 변함없대도
난 달려갈게
난 믿어 내 안의 Faith
모든 게 변해갈 때
내 가장 눈부신 지금
너에게 줄게
Oh oh oh oh Oh oh oh oh
My day 시작과 끝은 너
Oh oh oh oh Oh oh oh oh
너에게 줄게
흔들리지 않고 피어난
꽃은 없어 너도 알잖아
오지 않은 내일은
생각 안 할래
너만 생각할게
가장 아름답게
세상을 다 물들여도
영원한 건 없대
결국엔 모두 시들 테니
난 운명조차 Change
널 향해 On my way
난 그저 모르는 체
반복해 Day after day
결말은 변함없대도
난 달려갈게
난 믿어 내 안의 Faith
모든 게 변해갈 때
내 가장 눈부신 지금
너에게 줄게
Oh oh oh oh Oh oh oh oh
My day 시작과 끝은 너
Oh oh oh oh Oh oh oh oh
너에게 줄게
힘겹게 뗀 내 첫걸음이
떨려온대도
멈출 수 없어
For you and me
널 향해 매일 더 달릴수록
멈출 수 없어질 걸
알고도 겁 없이 뛰어들어
더 깊이 빠져들어
네 입술 끝에 꽃피운 My name
영원히 지지 않게
불러줄래 Cause you’re my way
Come on
난 그저 모르는 체
반복해 Day after day
결말은 변함없대도
난 달려갈게
I’ll give you every first
처음이자 마지막 Love
내 가장 눈부신 지금
너에게 줄게
Oh oh oh oh Oh oh oh oh
My day 시작과 끝은 너
Oh oh oh oh Oh oh oh oh
다 네게 줄게
Cause of you
Yeah It’s you",YOUTH IN THE SHADE,댄스
질주(OVERDRIVE) (English Ver.),위아이 (WEi),36601978,2023.07.10,261,"Watching the news on TV
It’s got me looking for a way up,
I’m looking way up
Tumbelin’ down as the world’s
Spinnin’ round and
around and around
Woah ooooh
Guess I need you here with me,
company likes misery
When I’m with you with you with you
Yes I always knew you’d be
sobered up for you and me
What can I do
Cuz I just really wanna waste time
You wanna be in love
And you’re looking for a heartthrob yeah
I wanna be the one,
make you feel like
Lovers lovers lovers
What do you say let’s
Live again in overdrive
Cuz I am beggin’ I’m beggin’ for more
This time I’m gonna feel alive
You got me livin’ life I’m livin’ life
Baby tell me I gotta know gotta know
If you would like to run to
the end of the world
You gotta tell me yes cuz I don’t need a no
Thank god you got me
Livin’ life livin’ life in overdrive
It ain’t easy oh no
We all feelin’ solo
Lookin’ for meaning
Let go, and know, that we ain’t feelin’ stuck no more
If you got problems gotta step away
(Oh woah oh oh)
You break your head but
there’s a better way (Better way)
Can’t see the light,
but with you it’s alright
Make me feel like I’m flying
Cuz I just really wanna waste time
You wanna be in love
And you’re looking for a heartthrob yeah
I wanna be the one,
make you feel like
Lovers lovers lovers
What do you say let’s
Live again in overdrive
Cuz I am beggin’ I’m beggin’ for more
This time I’m gonna feel alive
You got me livin’ life I’m livin’ life
Baby tell me I gotta know gotta know
If you would like to run to
the end of the world
You gotta tell me yes cuz I don’t need a no
Thank god you got me
Livin’ life livin’ life in overdrive
Sometimes I try to be everything
But I wonder now yeah
Would it be better if once in a
While I let go I let it all go
I got no fear, all disappeared
Cuz you put me on the right track
And you made me come alive
U woo uh
You got me livin’ life livin’ life
So baby let’s
Live again in overdrive
Cuz I am beggin’ I’m beggin’ for more
This time I’m gonna feel alive
You got me livin’ life, I’m livin’ life
Baby tell me I gotta know gotta know
If you would like to run to
the end of the world
You gotta tell me yes
cuz I don’t need a no
Thank god you got me
Livin’ life livin’ life in overdrive",질주(OVERDRIVE) (English Ver.),댄스
빙글빙글,진절머리,36603042,2023.07.10,17,"그저 바라만 보고 있지
그저 눈치만 보고 있지
늘 속삭이면서도
사랑한다는
그 말을 못 해
그저 바라만 보고 있지
그저 속만 태우고 있지
늘 가깝지도 않고
멀지도 않은
우리 두 사람
그리워지는 길목에 서서
마음만 흠뻑 젖어 가네
어떻게 하나
우리 만남은
빙글빙글 돌고
여울져 가는 저 세월 속에
좋아하는 우리 사이
멀어질까 두려워
어떻게 하나
우리 만남은
빙글빙글 돌고
여울져 가는 저 세월 속에
좋아하는 우리 사이
멀어질까 두려워
좋아하는 우리 사이
멀어질까 두려워",쇼퀸 2라운드 PART 2,댄스
하늘에서 피어난,포멜로,36602996,2023.07.10,4,"서로 마주 보며 두 손을 잡고
시작될 우리 둘만의 바로 오늘
날아올라 퍼지는 설레임 속에서
영원히 함께할 운명을 느껴
하늘에서 피어난 별빛들처럼
우리 사랑은 눈부시게 빛나
한 걸음씩 걸어갈 이 여정에서
흔들리지 않을 우리의 사랑의 힘을
나하고 너하고 푸른 밤의 약속
서로의 마음이 통하는 순간
시간이 멈추고 세상은 우리 둘만 남아
평생토록 기억할 특별한 순간
하늘에서 피어난 별빛들처럼
우리 사랑은 눈부시게 빛나
한 걸음씩 걸어갈 이 여정에서
흔들리지 않을 우리의 사랑의 힘을
흘러가는 세월이
우리를 데려가도
함께할 매일은 그 누구보다
더 빛날 거야
하늘에서 피어난 별빛들처럼
우리 사랑은 눈부시게 빛나
한 걸음씩 걸어갈 이 여정에서
흔들리지 않을 우리의 사랑의 힘을",프로포즈,댄스
So shy,루나 (BJ LUNA),36601941,2023.07.10,3,"네들은 참 좋겠다
나란 존재를 만나
밤새 나만 바라봐
시간가는줄 몰라
네들은 행운아야
심심할 틈 없잖아
요새 기분이 뿜뿜해
i'm a busy busy tonight
가만 두지않아
까만 곳으로 난 숨고파
가끔은 겁이 나
누가 말려봐
Sorry- 내 맘을 보여주기는 일러
so shy S.H.Y so shy 몰라
Sorry- 아직은 표현이 서투른걸
so shy S.H.Y so shy 몰라
INTP That's me
소중히 날 다뤄달라고
INTP That's me
소중히 더
조금만 속도를 낮춰
어디도 안간다고
요새 이놈의 인기가
정말 식을줄 몰라
가만 두지않아
까만 곳으로 난 숨고파
가끔은 겁이 나
누가 말려봐
Sorry- 내 맘을 보여주기는 일러
so shy S.H.Y so shy 몰라
Sorry- 아직은 표현이 서투른걸
so shy S.H.Y so shy 몰라
INTP That's me
소중히 날 다뤄달라고
INTP That's me
소중히 더
커져가는 풍선처럼
터질듯이 몰려들어
가늠 안되잖아
가문 의 영광이랄까나
가끔은 겁이 나 어떡해 now
Sorry- 내 맘을 보여주기는 일러
so shy S.H.Y so shy 몰라
Sorry- 아직은 표현이 서투른걸
so shy S.H.Y so shy 몰라
INTP That's me
소중히 날 다뤄달라고
INTP That's me
소중히 더",So shy,댄스
Keep Me Busy,펀치 (Punch),36602086,2023.07.09,4010,"I guess we gave a try
until we felt apart
무심한 표정 뒤에 숨어
전하지 못한 그 맘
Unless we try to stay
there is no other way
스쳐가던 우리 눈빛
아마 그때였을까
There's a room In my heart
with the memories made
이제 난 그 곳으로 가는 중
Keep me busy
I’ll never think about you
어제와는 다른 내가 어색해도
It’s not easy
Love is so fast
I don’t know how to let go
그게 너라면 난
기꺼이 바랄게
You’ll be with me
Ooh yeah-
Ooh yeah-
Where are you now
I miss you bad
굳이 하지않아도 될 말을해
니가 너무 얄밉다가도
너를 바라 볼때만
난 웃음이 새어나와
There's a room In my heart
with the memories made
지금 이 순간조차 그리워져
Keep me busy
I’ll never think about you
어제와는 다른 내가 어색해도
It’s not easy
Love is so fast
I don’t know how to let go
그게 너라면 난
기꺼이 바랄게
I wanna tell you
니가 없는 삶은 공허해
상상한적 없는 행복에 과분해져
알다가도 모르게
어쩌다 내가 널
이토록 원하는건지
Keep me busy
I’ll never think about you
어제와는 다른 내가 어색해도
It’s not easy
Love is so fast
I don’t know how to let go
그게 너라면 난
기꺼이 바랄게
You’ll be with me
Ooh yeah-
Ooh yeah-
Where are you now
I miss you bad",킹더랜드 OST Part.5,"댄스, 국내드라마"
