Name,Artist,Key,BPM
Jelly Pop,BOYS PLANET,E♭ Minor,121
"자처 Even if you leave,",HANRORO,F Major,162
Rendezvous,Sik-K,G Major,110
You Are The Reason,Calum Scott,C Major,77
Let's Say Goodbye,Parc Jae Jung,F Major,136
Hating + Loving + Waiting,Younha,B Major,137
Grabby Girl,Ryu Su Jeong,F♯ Minor,174
Time of Our Lives,"Pitbull, Ne-Yo",D♭ Major,124
너만볼래,"Namolla Family, 태인",F♯ Major,108
Read and Ignored (Prod. Young Tak),Jang Minho,A♭ Minor,128
Red Flags,Chris Brown,F Major,144
버릇 (Feat. 전지윤 (JENYER)),Error,,
Jerusalem,"Darak Ibar, Nabiyah Ibar",F Major,119
TIME MACHINE (2100),GIUK,C Major,160
midnight love,girl in red,D Major,150
Dear My Light,DAWN 던,A♭ Major,150
길,god,D♭ Major,124
sunny days,wave to earth,G Major,158
Miss Those Days,ACOURVE,D♭ Major,122
The one who wins,Sojeong,G Major,100
Prime,Colette Blanche,D Major,85
Play It Again,Luke Bryan,B Major,144
SEONGSU FREESTYLE,"JUPITER, toigo, 365LIT",D♭ Major,75
Side by Side,BewhY,A Minor,125
ABC Angel Jessi Nihil XII,"THE CONVERSE ALL STARS, Jibin, Silica Gel, Xin Seha",D♭ Major,90
LOVE PHOBIA (Feat. GOLDBUDDA),"LONELEE, GOLDBUUDA",F♯ Minor,170
Symphony (feat. Zara Larsson),"Clean Bandit, Zara Larsson",C Minor,123
Seven Sins,Ren,D♭ Major,98
Drive! (feat. Millez & ByulHa),"SIM2, Millez, ByulHa",D Major,103
RINDAMAN (Feat. ZICO),"PENOMECO, ZICO",C Major,122
Miko,Hades66,D♭ Major,131
57th Street,Brian Tarquin,B Minor,104
인어를 사랑한 소년,김경현,G Major,127
asap (Feat. OLNL),"WINee, OLNL",C Major,144
First Step (feat. Jeon Inkwon),"YOO EUN SAEM, Jeon Inkwon",G Major,93
MORUGETTA (feat. SoLt),"UHERO, SoLt",E Major,85
Tennessee Whiskey,Chris Stapleton,A Major,49
On My Way,Lxst,A♭ Major,98
Same Shit (feat. Meiiny),"Wondior, Meiiny",A Minor,140
Homecoming,"Kanye West, Chris Martin",D♭ Major,87
미련한 사랑 (드라마 ‘위기의 남자’ OST),LeeHi,E Minor,156
SHOW DOWN,ALICE,C Major,125
이산 시간,멀리 이동하려면,N/A,N/A
"Dial (Feat. Leellamarz, BIG Naughty)","Way Ched, Leellamarz, BIG Naughty",A Major,75
Read you through the night,Hardy,E♭ Major,130
I′ll turn around,Bily Acoustie,C Major,142
Finale,Toby Fox,A♭ Major,95
After Sunset,"Project AER, WYS",E♭ Major,70
Be Free,A Boogie Wit da Hoodie,B♭ Minor,127
The Winner's Journal (feat. Dawon),"015B, Dawon",C Minor,174
Farewell Everyday,SOYOU,B♭ Major,174
Dangerous Woman,Ariana Grande,E Minor,134
I love you even if it hurts,yoon sister,F♯ Major,134
패스트푸드 FASTFOOD,b!ni,C Major,107
비와 당신 (원곡가수 박중훈),Byun Jin-Sub,C Major,77
Lotus Rain,Flow Music,C Major,144
All Night (feat. KHAN),"DaNTe', KHAN",D Minor,101
SHINGIRU,"JOSHUA, HOSHI",D Major,106
Room,JIHYO,D♭ Minor,160
Salty,Lil Tecca,D♭ Minor,146
안구벌레 eyebug,quinn_,B Minor,128
Awkwardly (prod. PELXO),V.et,D♭ Major,186
tattooed on me,Sitt Paing Htet(Sam Sam),F Major,150
Unrequited Love,Pre'Melo,F Minor,90
Now (feat. Hwa Sa),"PSY, Hwa Sa",A Major,128
Howling,VICTON,F Minor,154
Drops of Jupiter (Tell Me),Train,C Major,79
dayfly,"DEAN, SULLI, Rad Museum",B♭ Minor,86
"Addio, amore mio",Piero Piccioni,C Minor,67
How Much Is Weed?,Dominic Fike,D♭ Major,154
Wave (Feat. Boni),"Sohizu, Boni",D♭ Major,129
Muse Of History,Roland Toubin,F Major,101
BAD KID,Night Lovell,D♭ Major,135
와,이정현,B Major,134
Play Ball!,Modern Baseball,A Major,114
Perfume,Lovejoy,A♭ Major,122
Predator,Anomy5,D Major,122
Here With Me,d4vd,F♯ Major,132
Mirror Is My Middle Name,Puer Kim,F♯ Major,110
I Just Like You,MINX,F Major,88
I Feel So Lucky (feat. A.C.E),"Hcue, A.C.E",A♭ Minor,103
How We Came (Feat. pH-1),"Lil Moshpit, Fleeky Bang, pH-1",A♭ Major,119
Let Me Burn,Whitechapel,A♭ Major,140
사랑하고 싶어,WAX,D♭ Major,148
Messenger,Cuco,A♭ Minor,149
사랑을 말해요,Sondia,C Major,143
Submerged,Rizzolo,D Major,140
#어려워,Not Found,,
Dangerous,TEMPEST,F Minor,104
Almost Lover,A Fine Frenzy,C Major,120
Blue Hair,TV Girl,F Minor,80
하늘이시여 하늘이시여,호령,D Minor,138
Coiling My Heart,16,D♭ Major,180
Green (feat. SOOVI),"BANG YONGGUK, SOOVI",E Major,156
How To Part Ways,2NB,F Major,136
Mans Like (With Blase & Coogie),"Spray, Blase, Coogie",B♭ Minor,124
Choom Kar Madh Bhari,Pankaj Udhas,B♭ Minor,113
사랑합니다...,Tim,D Major,134
Stranger Than Heaven,Zitten,B Minor,138
Stupid Love,Lady Gaga,A♭ Major,118
Day Off,"Elyrix, Gunna",F Minor,125
Blossom,Snowy Bear,F Minor,117
내고향 충청도가 좋다,Error,,
견뎌줘,Error,,
밤의 꽃 (夜の花),Error,,
FRIEND THE END,Error,,
AWAKE,Not Found,,
모닝콜 (Feat. 유성은),Error,,
우린 (by JoOhA) (Prod. Still),Error,,
"봄, 밤 Spring, Night",Cloud,C Major,116
Run and Run,SCENE SA,B Minor,126
Love blossom,Zamgolbers,B♭ Major,174
Too Late,SZA,A Major,80
My 20th Twenty,Park Jin Joo,F Minor,97
미인아 Bonamana,SUPER JUNIOR,B Minor,125
Royalty,"Egzod, Maestro Chives, Neoni",F♯ Minor,100
사랑이었다면 사랑했었다면,CANDO,A♭ Major,131
Flowering,SOOJIN,G Minor,128
yellow skirt,김태범 (파티스트릿),A Major,120
오빠는 골프스타,차오름,F♯ Major,143
"I'm Ruined, I'm Into You",JinE,G Major,170
Blush,Gold & Youth,B Major,116
행복을 주는 사람,해바라기,G Major,111
all night long / 밤새도록 (reprise),"Babebee, jodah.",F Major,80
Promise,Jimin,D Major,89
Exhausted,Kim Young Geun,E Minor,139
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",E Minor,120
Airplane Mode,Limbo,E Minor,120
24 Hours (feat. Lokid & FR:EDEN),"Oh Yun, Dept, FR:EDEN, Lokid",F♯ Major,78
Aftersun (Feat. Ashley Alisha),"Seo actor, Ashley Alisha",B Major,174
A night I don't want to say goodbye because i miss that star,Kim Yong Jun,E♭ Major,103
HOLO,LeeHi,F♯ Major,180
we can't love anymore,Lee A Young,A♭ Major,129
Shy (feat. Gist),"Hannah Jang, Gist",D♭ Major,176
Good Afternoon,"Ryan Reynolds, Will Ferrell, The Spirited Ensemble",D Major,137
SUGAR (feat. Secret Man),"SWRY, Secret man",B Minor,95
당돌한 여자,"JIHYO, 나연, 쯔위, Chaeyeong",G Minor,130
Drugs Accompanied By Sex,"Sdotbraddy, 6LACK",B Minor,115
Sickness,Grey Daze,G Major,86
March of the Married,Shim Soo Bong,D♭ Minor,94
Lonely,BlahBlah,F Major,131
Can you see,Lydia,D Minor,138
마지막 태양에서 (feat. 우종환),"WooPark, 우종환",G Minor,84
이력서,Dynamicduo,A♭ Minor,112
미련한 사랑 (드라마 ‘위기의 남자’ OST),LeeHi,E Minor,156
사랑은 늘 도망가,Lee Moon Sae,D Major,140
사랑하는 너에게 To. My Lover,Soombee,F Minor,140
Ice on U (prod. Lean$moke),Thunder,B Major,76
Please Only Love Me,Seo Pretty,A♭ Major,160
사랑의 계절,Rumble Fish,F Major,74
Luckitty-cat,WJSN,B♭ Minor,130
개구장이,Sanullim,E Minor,166
Spring Propose,YEAHSHINE,F♯ Major,208
"You wished me to die, but",LeehyunNim,F♯ Minor,100
Blue night song,"JOY, Ha Dong Qn",D♭ Major,79
BUCKHEAD,"$uicideboy$, Germ",A♭ Major,167
urs! (Feat. kani),"YELLA, kani",B Major,134
Gum,Jessi,A Major,150
Go Back,Yerin Baek,D♭ Major,128
Secret (Remastered),Jay Park,C Major,120
OTT (feat. YULEUM),"ZWOO, YULEUM",F Major,153
Flower (Feat. Benny Char),"PiLO, Benny Char",B Major,77
I Hate Winter,"bo en, Cwondo",D♭ Major,153
Got Me Started,Troye Sivan,D♭ Minor,90
gather of night,"Swing, Lee Seo Han",A Major,176
그 아픔까지 사랑한거야,Jo Jung Hyun,B♭ Major,72
I Move On,"Catherine Zeta-Jones, Renée Zellweger",A Major,122
Let’s Drive (Feat. 다비 (DAVII)),Not Found,,
Just,Nilo,A Major,130
Jumpman,"Drake, Future",D♭ Major,142
GUNSHOT,KARD,D♭ Major,135
Phantom - Pierre Blanche Remix,"WayV, Pierre Blanche",D♭ Minor,124
"Oh Yeah, You Gonna Cry?",Lovejoy,F Minor,111
stalker (feat. PiLO),"lofi, PiLO (필로)",C Minor,95
Dooryu Park,Lee Kang Seung 이강승,D Major,112
Holmes (feat. CHERRY BOY 17) (Remastered),"M1NU, CHERRY BOY 17",B Minor,138
l a s t s u n s e t ✧ (feat. sooon),"sweetch, sooon",C Minor,130
자기야 여보야 사랑아,Lyn,A♭ Major,69
Glass Ceiling,NAAKYEUM,B Minor,180
Wetter,"Twista, Erika Shevon",G Major,120
Kidult (feat.Yoon Doo Joon of Beast),Eluphant,B Major,126
Dear My Light,DAWN 던,A♭ Major,150
Few days (feat. La Blancat),"Kumira, 라 블랑캣 (La Blancat)",F Major,172
TODAY (Feat. Kim Mi Jeong),"CHANHYUN, Kim Mi Jeong",F♯ Major,176
Late Night (Prod. Melange),LIPNINE,C Major,140
사랑하기 좋은날,금잔디,G Minor,153
You Feel the Same Way (feat. Taebeen),"Tearliner, Taebeen",C Major,94
Need you (With Sung Si Kyung),"SOLE, Sung Si Kyung",A♭ Major,150
Pandora's Box,NCT 127,C Major,160
The Great Escape,The Lathums,E Minor,129
Cherry Coke,Better Than This,F Major,108
Tattoos,Tyler Childers,A Major,172
You're cute,The Daisy,E Minor,101
STFU,Crankdat,D♭ Major,136
다같이 노래해,"신피디, 베키",D Minor,145
duet (Feat. Mingginyu),"nokdu, Mingginyu",C Major,113
Beautiful world (Warm Black Tea Original Soundtrack),TNX,C Minor,133
A special day,WISUE,D♭ Major,128
Without You (Alok Remix) (Radio Edit),KARD,C Major,120
너이기 때문에 너라서 참 좋았어 (feat. 폴림),"Jung Chang Yong, Paul Lim",E Major,130
SHEEESH - Emorfik Remix,"Riot Ten, Bandlez, Emorfik",D♭ Minor,140
plastic cup some little wine,Ryo,C Major,125
Exciting Spring,"Norwegian Wood, amin",C Major,94
"Throbbing, sometimes beating (from Apple of My Eye, Original Television Soundtrack, Pt. 1)",Eun Jung,E♭ Major,136
Spring's Regard,Kang Butter,A♭ Major,128
lemon sky,BehindtheMoon,D Major,106
Blank Effect,PARK JI HOON,A♭ Major,150
Don't ever say love me (feat. RM of BTS),"Colde, RM",B Minor,145
Knock Knock,Mac Miller,E Minor,109
someday (feat. Gaeko & Yuza),"nafla, Gaeko, Yuza",F♯ Minor,164
Lemonade,Tay-K,F♯ Minor,160
잠을 깨자 Wake Up!,uju,G Major,110
Back To You Again,Kim Siwon,D Major,106
그녀가 웃잖아,Kim Hyung Joong,F♯ Major,154
Tonite,DJ Quik,C Major,105
천상재회 (2015 Version),최진희,A♭ Major,72
SO BAD,STAYC,G Minor,169
The story we shared,Park Chan Young,E♭ Major,133
The sweetest words in the world 'I Love You',An Ye Seul,A♭ Major,140
Fake Lighting,Pianos Become The Teeth,A Minor,124
Camellia,JUST B,A♭ Major,140
SWEAT (Prod. JINBO),"Swings, JINBO, INJAE, Yoon Da Hye",D♭ Major,96
Maybe Love (Feat. Moon Byul of MAMAMOO),"David Yong, Moon Byul",A♭ Major,150
이 밤을 지나,Seo Moon Tak,F Major,134
Shawty Tell Me You Love Me,"Uneducated Kid, Polodared",B♭ Major,146
On Me,Lil Baby,F♯ Minor,156
기다리다,Bead Piano,A Major,141
Happy B-Day,"Happy Birthday Songs, Happy Birthday, Happy Birthday to You Music",F Major,94
TWO BOYS WERE WALKIN' ON A WOOD (Feat. Horim),"KORRNOI, Horim",D♭ Major,176
BB King,Bla$ta,F Minor,107
Super Gap,MAMAMOO+,D♭ Major,170
Time to move on,"Baek Ji Young, GB9",A♭ Major,136
Open Your Eyes,STRFKR,B♭ Major,120
Later,YUN MIN SOO,B Major,82
FWB (feat. OoOo),"HEUN, OoOo",G Major,124
I’ll Embrace Your Past,Bo Hyun Ahn,A Major,138
다시 사랑한다면 (니글니글 버터플라이),Kim Feel,A♭ Major,151
Stand By Me (feat. Morgan Wallen),"Lil Durk, Morgan Wallen",A Minor,124
Our Garden,WJSN,C Major,107
Butterflies,Kacey Musgraves,E Minor,142
처음 본 그날을 기억하나요 - Instrumental,The Bridge,A Minor,122
Moonwalker (Feat. SUZO),"AVND, SUZO",D♭ Major,97
Johnny,"Primary, Dynamicduo",D♭ Major,100
SOS,Rihanna,F♯ Major,126
Bud,Park Hyungsik,F Minor,97
Brick By Brick (feat. Madu Messenger),"Weeding Dub, Madu Messenger",G Minor,135
Things that I couldn't say,SoonSoonHee,D Major,140
You Know Me Better Than That,George Strait,F Major,183
그럼에도 불구하고 nevertheless,"ALEPH, Mingginyu",E Major,82
KEEPING THE FIRE,X:IN,A♭ Major,150
오늘같은 밤 A Night Like This,nokdu,G Major,160
i am not who i was,Chance Peña,C Major,130
Giddy Up!,Shania Twain,E♭ Minor,104
about time,"Sarah Kang, Takahiro Izumikawa",A Major,156
사랑꽃,Jo Hang Jo,E Minor,110
늦기전에,KIM CHOO JA,E Minor,140
WITHOUT YOU,The Kid LAROI,C Major,93
좋아 (with 민서),"Yoon Jong Shin, MINSEO",B Minor,125
not ours,adore,E Major,84
오후만 있던 일요일,Deul Guk Hwa,F Major,173
Drifting To An Island For Reason I Don’t Know,DOMA,E Major,120
Algorithm,HeeJin,G Major,115
Let′s forget it - Drama Version,Mido and Falasol,A Major,97
Starlight,Jon Pardi,C Major,100
A past story (feat. 림호),"Machiato, 림호",D♭ Major,72
Cinema,Zion.T,E Minor,86
I Say Ya! You Say Yeah! (feat. Kyoung Seo),"Yun DDanDDan, KyoungSeo",F Minor,126
기대해,Girl's Day,C Major,127
MONSTERS,Shinedown,F Major,150
Ireland,TAIBIAN,A Major,134
아버지의 휴일 Father’s holiday,NUCK,F Major,102
"Bit by Bit, Slowly, To You","Jukjae, Baek A",D♭ Major,72
777MOON (Feat. D-Hack),"DJ MIU, D-Hack",E Minor,150
SIRENS,Travis Scott,A♭ Major,118
Make Me Rich,"Katie Got Bandz, Jeremih, Chi Hoover",A Minor,129
Who?,"XIUMIN, EUNHA",F Major,176
"Talk (feat. PULLIK, VVON) (Prod. Will Not Fear)","Cmnd, PULLIK, VVON",A Minor,138
Love Tree,JUNJE,B Major,145
My world to you,Song I Han,E Major,130
Blossom Rain (Feat. NavyQuokka),"soowoo, NavyQuokka",F♯ Minor,148
Spring+You=Lovely,SOONHO,G Major,96
Never-ending Spring,Houdini,B Major,94
zero percent,jungpid,F Major,134
5min to heartbreak,Choi HEART,A♭ Major,139
Shooting Star,Rod Wave,F Major,167
Those times,Juho,D Major,133
Disconnect,"Becky Hill, Chase & Status",F♯ Minor,128
MBTI,"JUST B, AleXa",D♭ Major,95
Nothing's going my way,Park Hyun Kyu,D Major,140
Why Would I,Kim Gyeol,D Minor,81
I should've known how you felt,"JAEWON KIM, Lee Dong Yeong",B♭ Major,131
things happen,gyomunapchick,D♭ Minor,96
Romanticism,IT’S,E Major,134
Lo′ak (Feat. oceanfromtheblue),"KOREANGROOVE, oceanfromtheblue",F♯ Major,159
The First,JEONG HYO BEAN,F Major,128
TUSCANI (Feat. Kaogaii),"Toru, HIRO, 가오가이 (kaogaii)",G Minor,95
Spring Song (feat. MIYEON ((G)I-DLE)),"LAS, MIYEON",F♯ Minor,144
Coin karaoke,21univ.,F♯ Major,112
Love song (Feat. WONPIL(DAY6)),"The BLANK Shop, WONPIL",F Minor,120
The Void,Parkway Drive,D Minor,123
Color me,Summer,B Major,90
"I love you, even in this perfectly sorrowful moment",DOKO,G Major,120
How did we,Huh Gak,E Major,136
사랑은 먼지 같아도,JUROKEY,A♭ Major,139
Mirror of void,hyunyirang,F♯ Major,133
Get In The Fire,danwoo lim,E Minor,145
Fantasy,OoOo,E Major,96
"Red Light, Green Light",T1419,E Minor,160
with you who want to sleep,Clean cotton,A♭ Major,120
이사 Moving,Krr,C Major,105
The way I love you,BBAHN,A Major,130
Like a child without sadness,J-Cera,C Major,136
"D SIGN - Prod by HAIF, Pi’erre bourne",LO VOLF,F Major,102
Matching Ring (Feat. REX.D),"DIVE, REX.D",F Major,126
다섯 번째 봄 The fifth spring,Meaningful Stone,G Major,180
비나리,HONGJA,E♭ Minor,137
Burning Pile,Mother Mother,F Major,140
8 × 50 mm. Repetiergewehr M.95,1914,E Minor,180
golden hour,JVKE,D♭ Minor,122
I AM SHAMPOO,BIBI,F Major,176
Date Rape,Sublime,E Minor,102
Fall in love (Feat. Wendz),"Eizzyboy, Wendz",A Major,120
Drawing Symbols,YoungBoy Never Broke Again,F Minor,113
꼬리고기,b!ni,C Minor,98
Keep It Mello (feat. Omar LinX),"Marshmello, Omar LinX",D♭ Major,142
Alcoholics (feat. Yris Paris),"dkash, Yris Paris",C Major,82
April Fools,Chief Keef,C Major,123
Roll The Dice (Feat. Skinny Brown),"BANGJA, Skinny Brown",D♭ Major,100
아직은 그대가 없이는,Woo Eun Mi,G Major,135
La Vida Loca,"El Padrinito Toys, Neton Vega",F Major,140
Wonderland (Feat. CHAE EUN),"Kimperi, CHAE EUN",C Major,90
Maybe I should let you go,Han Ga Bin,A Major,136
Gangnam Style (강남스타일),PSY,B Minor,132
술 한잔 해요,"경서, MJ",G Major,76
Lead Me To The Cross,"Hillsong UNITED, Brooke Ligertwood",D Major,140
Love Story - Rerecorded Version,Sugarbowl,C Minor,156
That's too much + A song for a wife,"Kim Heejae, Lim Young Woong",B♭ Minor,134
Connori,"HONGJA, Yoon Jong Shin",D Minor,77
"Switch it Up (feat. G Herbo, No More Heroes)","Pooh Shiesty, G Herbo, No More Heroes",C Major,148
오래오래 행복하게 살았답니다 Happily Ever After,Lacuna,G Major,120
Puppy (Feat. Kim Mi Jeong),"IOHBOY, Kim Mi Jeong",E Major,148
only u (feat. Sam Kim),"Kangziwon, Sam Kim",D♭ Minor,96
Recall,Emil Rottmayer,B♭ Minor,117
Come Live With Me,LEE YOON OH,G Major,120
오래된 앨범,뚱4,C Major,140
Beautiful Day,U2,D Major,136
"1 step forward, 3 steps back",Olivia Rodrigo,D Major,168
Lay It on Me,Vance Joy,F Major,128
Scent,Sam Kim,A♭ Minor,139
아픈손가락,Error,,
가질 수 없는 너,Error,,
Diver,Error,,
Forever After All,Luke Combs,C Major,152
별빛,Error,,
never everland,"Tilson Xoxo, Damien Jurado, Chaos Chaos",B♭ Minor,91
How About U,"Godblesscomputers, Davide Shorty",C Minor,100
Awake,TARGET,E♭ Minor,176
Fallen Angels,Dopein,F Minor,100
Valentino Girl,"kitsyojii, Huh",A♭ Major,143
Cherry Blossoms Blooming In Yeouido,Beom seung hyuk,F Major,176
Snake,Medusa,D Minor,110
D N D,Apink,B Major,171
VingleVingle (Prod. R.Tee),HEIZE,G Major,120
City Girls,YNW Melly,C Major,140
Home Alone Tonight,"Luke Bryan, Karen Fairchild",A♭ Major,162
Dormant,Thmoon,G Major,88
"My love, to you (feat. WHO R U)","LEE CHAE AH, Who R U?",C Major,136
사랑해요只對你說,JJ Lin,E♭ Major,133
이산 시간,멀리 이동하려면,N/A,N/A
연인,Roo'RA,D Major,136
As It Was,Harry Styles,A♭ Major,88
phone call,JUN. K,D♭ Major,127
Remember That,BTOB,E♭ Major,79
Only 1 (Interlude) (with Travis Scott),"Metro Boomin, Travis Scott",D♭ Minor,78
그리움만 쌓이네,여진,A Major,150
달의 노래 My Dear,YESUNG,E Major,75
Want You Bad,The Offspring,E Major,106
나에게로 떠나는 여행,BUZZ,C Major,175
Fireplace,JONGHYUN,A♭ Minor,128
Onion Man,Mac DeMarco,F♯ Major,115
I long for you,Kim Roman,E♭ Major,72
Venus,Bananarama,A Major,126
Holding On,iKON,C Major,184
I Need The Light,ENHYPEN,G Major,93
Fall of a Little Kingdom,MOVNING,F Major,176
flutter,KyoungSeo,B Major,170
Let's go to the end,Nene Kang,A Major,96
Bad Revenge,from20,F Major,176
Boutta Get,Explorers of the Internet,D♭ Major,73
I'm well (Feat. Jung Seung Hwan),"JUNGKEY, Jung Seung Hwan",D Minor,77
We Like To Party! (The Vengabus),Vengaboys,A♭ Major,136
DAY FILM,HYUN SEO,G Major,77
"듬뿍 generously (feat. SHIRT, UNE)","SOQI, SHIRT, UNE",B♭ Major,86
Into You,Ariana Grande,A Major,108
Choose Me (feat. Vince),"TANAKA, Vince",F Minor,168
without me,Juho,E Major,78
I'll never be in love again,Ha Jin Woo,C Major,132
Color (Feat. youra),"GroovyRoom, Leellamarz, youra",B Minor,113
PLAYING WITH FIRE,BLACKPINK,E Minor,97
고마웠고 미안해,Terry,F♯ Major,92
No Thanks,Knocked Loose,D Major,139
Good Night,ZEROBASEONE,F♯ Major,154
I Like You,GOT7,B♭ Minor,160
Daydream (백일몽),j-hope,A♭ Minor,116
이별이야기 (With 고은희),"Lee Moon Sae, 고은희",E♭ Major,126
눈이 마주쳤을 때,O.O.O,A♭ Minor,113
come to my stu (Remix) [feat. Leellamarz],"CRUCiAL STAR, Leellamarz",A♭ Major,124
"Cactus, Cactus",Glen Check,G Major,146
Why'd You Only Call Me When You're High?,Arctic Monkeys,D Major,92
My Bias,THE NEW SIX,D Major,188
Now is the best time (Feat. Jung In) (Prod. Neulbo),"Brown Tigger, Jung In",E Major,99
Shooting Star,Rod Wave,F Major,167
BOOMERANG,Wanna One,D♭ Major,100
One Two Three,Xydo,F♯ Major,101
OASIS (Prod. Song Yoodam),Seok woo,D♭ Major,72
"TO GO (Feat. Jay Park, DJ Soulscape)","Lil Moshpit, Jay Park, DJ Soulscape",D Major,90
Dawns (feat. Maggie Rogers),"Zach Bryan, Maggie Rogers",C Major,123
EVERYNIGHT (Feat. Chu Seo Jun),"s/s, NXPS, Chu Seo Jun",B Minor,140
다시 사랑한다면 (니글니글 버터플라이),Kim Feel,A♭ Major,151
Spend the day in tears,Jae Kyung,D Major,130
오늘은 네가 보고싶은 밤,라엘,A♭ Major,130
늦은 생각 Regretful,saeneok,D Major,140
말해줘,"리율, Siyeoju",F Minor,147
동네 한바퀴,동요 베스트,F Major,130
Zero - Remastered 2012,The Smashing Pumpkins,A♭ Major,128
Told You So (Prod. CODE KUNST ),HOMIES,C Minor,126
Palabras Sobran - Remix,"Blessd, Ryan Castro, Bryant Myers, Hades66",F Minor,128
an idiotic heart,"Ha Yea Song, HANBIN",F Major,134
Love Beat,After School,F♯ Minor,128
Ruin My Life,Zara Larsson,B Major,125
Freeze (feat. NONE),"Jiyoungssi, NONE",F♯ Major,101
Shall We Dance,Block B,D Major,112
Don't Know Women,Jun Hyo Seong,F Minor,113
내가 저지른 사랑,Lim Changjung,C Minor,136
Hold my hand,Hodoo,C Minor,86
Lonely,"LEEGIKWANG, Jiselle",F Minor,102
Come to me,Aelyeon,C Minor,108
Spring illusion,YEWON,B Major,100
Slump,"NxxxxxS, Freddie Dredd",D♭ Major,74
Love comes with melody (feat. BIGONE),"Ohway!, BIGONE",D♭ Major,176
Sippy Cup (Sped Up) - Blind Money How Did You Afford This Ring That I Love Honey?,3slow2,C Major,59
"Wherewegoing (Feat. Babylon, JIIN) (Prod. Haedal)","MUSM, Babylon, JIIN",F Major,176
ROOF,DaBaby,D Major,146
"GONE, GONE / THANK YOU","Tyler, The Creator",B♭ Minor,79
Because I Don't Love You,Onestar,B Major,94
lovememore. - DJ Okawari Remix,"dosii, DJ Okawari",A♭ Major,90
Grumpy Nerd ! (Feat. b!ni),"SHIRT, whvts, b!ni",A♭ Major,88
FILL me in BLACK,Raon,A♭ Major,185
Problem (Feat. Jayci yucca),"Ourealgoat, Jayci yucca",D Major,154
Soulmate,Mac Miller,D♭ Major,111
01,QUEEN BEE,G Minor,90
Purge Day,"Curlly, Paiddy",G Major,160
Drugs N Hella Melodies (feat. Kali Uchis),"Don Toliver, Kali Uchis",D♭ Minor,147
I Go Blind - 2019 Remaster,Hootie & The Blowfish,C Major,122
Dry Flower,SURL,C Minor,120
Windy Ocean Waves,Coast to Coast Recordings,F Minor,120
Phone Died,"Chillobey, SUZIN, ilipp",F Minor,136
Sunsetz,Cigarettes After Sex,F Major,75
돌아봐줘요,자스민,C Minor,66
Lovely Day,1%,F♯ Major,105
Come Back To Me,YOONWON,B Major,132
That's okay,D.O.,G Major,130
The Saviour Who Came to Tear My Life Apart (Dialogue Track,김민희,D Minor,51
Over The Dream,YUDABINBAND,F Major,176
Pride & Prejudice (feat. J.O.Y),"Dept, J.O.Y",D Major,96
Farewell (Feat. KURO),"Wavycake, KURO",A Major,95
엄마 이름은 장미,"허윤원, 장민호",A Major,192
pick up the phone,"Young Thug, Travis Scott",G Minor,137
Spring of mine,YUBIN,F♯ Minor,148
Wild and Loose,The Time,C Major,119
All For You,J.min,A♭ Major,136
I Can Hear Your Macaroni,Sheba Potts-Wright,B♭ Minor,170
Anomaly,Aylah,F Major,176
Always Spring With You,Lee Dongsoo,E♭ Major,164
Big Star,Lorde,G Major,80
Dreamer,Lim sang hyun,B Major,156
I Love You,Young Slo-Be,D♭ Major,85
When you're free (Feat. Sweet The Kid),"강현기, Sweet The Kid",F Minor,82
Cried in pain from love,Yeon Kyoo Seong,G Minor,140
유채 동백 Isle of Flowers,JongYeon,G Major,136
내게 전부인 너인데 (feat. 아리현),"어반폴리, 아리현",D♭ Major,132
Matter Of Time (시간이 흐르면) (feat. FLANNEL ALBERT) - Remix Version,"Jenny Lyric, FLANNEL ALBERT",B Major,123
I Feel You,Walter Beasley,G Major,90
너무 깊이 생각하지마,Kim Kwang Seok,E Major,88
미지 beyond,Darin,D Major,107
Tolerance,The Masked Pianoman,E♭ Minor,140
Time Is Eternal & A Moment - Korean Version,Low-end project,G Major,132
29,Standing Egg,C Major,148
Grow and Fly,Sion,C Major,95
인생은 직진이야,Changbae Lee,B♭ Major,108
Fantasy,Mariah Carey,G Major,102
비밀번호 486,Younha,A Major,137
Tale,Azurever,A♭ Major,162
I Need The Light,ENHYPEN,G Major,93
Count to Five,Bedroom,B Major,79
Run Away High,Sam R Barber,E Major,128
Hope (feat. Jae Woo AN),"Sad Diminish, Jae Woo AN",A Major,140
처음부터 너야,Johan Kim,C Major,118
Everything Is Gonna Be Alright,Infinity Song,D Major,160
사랑이 분명해요,SunsetCruz,A Major,120
"Play (feat. Sion) [Original Television Soundtrack From ""Duty After School""]","Mommy Son, Sion",B♭ Major,104
Break It Off,"Rihanna, Sean Paul",B♭ Minor,134
꽃날 (황진이 OST),달콤한꿈,G Major,150
친구,안재욱,B Minor,138
Locked In (Feat. Jiselle),"Daul, Jiselle",F♯ Major,92
세글자 (Ivy Mix),M To M,F♯ Major,105
cry on the dancefloor (Feat. Paloalto),"Futuristic Swaver, Paloalto",F♯ Major,125
When I See You Again,Colby Acuff,D♭ Major,85
TRICKY HOUSE,xikers,F♯ Minor,148
Trying too hard,CHEEZE,E♭ Major,131
Frenemy - 우월 (feat. Tobio) (prod. ARKI),"Thunder, Tobio",F Major,150
Say You Won't Let Go,James Arthur,G Major,85
I'm not going anywhere,EZUZ,E♭ Major,100
