Name,Artist,Key,BPM
And You? (Outro),DEAN,B♭ Major,94
Beside You (feat. LIMZY),"Sumsher, Limzy",G Major,147
zzz,YOUHA,D♭ Major,160
"Wind, from where are you blowing",O3ohn,F Major,165
Matter Designer (Feat. ilipp),"LEEWOOJIN, ilipp",D Major,128
TO THE MOON,"JNR CHOI, Sam Tompkins",D Major,144
Bandit (with YoungBoy Never Broke Again),"Juice WRLD, YoungBoy Never Broke Again",F Minor,180
Bad Morning,YoungBoy Never Broke Again,A♭ Minor,135
Blue In You (Duet With CHEEZE),KIM YO HAN,A Major,112
"3, 4 de la Manana",Tito Torbellino,B♭ Major,125
Holy Toast,BewhY,B♭ Minor,102
Wonderland (Taylor's Version),Taylor Swift,E♭ Major,148
Y.O.Universe,VCHA,E♭ Minor,93
언젠가 나를 봐줘요,Not Found,,
Good To Me,Not Found,,
망설임의 우리,Error,,
이젠 놓지 않을게요,Error,,
l guess this is it,Jae Kyung,C Minor,130
남겨진 사랑,전미경,E Minor,122
Again,28,F♯ Minor,78
Broken Records,"Lil Rob, Shea Givens",A♭ Minor,83
JOKER,Dax,B♭ Minor,151
LAGUNAS,"Peso Pluma, Jasiel Nuñez",C Major,122
I Knew (Feat. Gist),"Urban Fisher, Gist",F Major,85
Better Things - Tropkillaz Remix,"aespa, Tropkillaz",C Major,128
BREATHE - 2023,AB6IX,A Minor,125
"Attention (Feat. DAWN, BLASÉ)","GEMINI, DAWN 던, BLASÉ",D Major,105
Starry Night,Dalmood,G Major,126
Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,E♭ Major,148
사랑할수록,BOOHWAL,G Major,122
Phoenix,"League of Legends, Cailin Russo, Chrissy Costanza",B♭ Minor,168
Lonely Day,System Of A Down,A♭ Minor,113
New Tomorrow,FANTASY BOYS,F Major,118
우리 다시 만날 때 meet again,"Ju Yoon Ha, Kang Asol",D Major,98
It's You (feat. youś),"Kinn, youś",A♭ Major,110
Win For You,"Yim Siwan, WINTER",D♭ Major,105
Ordinary Days,Suzy,C Major,95
Banbae? Get out!,TRAVELLER,C Major,110
"Violet Fragrance [From ""Reply 1988 (Original Television Soundtrack), Pt. 6""]",WABLE,G Major,124
Mushroom Hunter,Country GongBang,F Major,102
장마를 맞이하는 방법,Bongsoon Project,D Major,100
BUTTERFLY EFFECT,Travis Scott,B Major,141
잊혀지다,Error,,
With You I Am,Cody Johnson,G Major,75
Tree,"Car, the garden",B Major,143
RAMBO (Prod. tuna.),"YUNHWAY, OLNL, ksmartboi, DUT2",A♭ Major,144
BEYOND PAIN,KAIJUSHIN,F Minor,142
Vladimir Komarov (OHHYUK REMIX),"IDIOTAPE, OHHYUK",G Major,135
self-esteem,MIND U,D♭ Major,136
Blue Hair,TV Girl,F Minor,80
Kamehameha - Kamikaze Remix,$uicideboy$,F Minor,120
선인장밀수업자의공소시효하루전 c a c t u s s m u g g l e r,quinn_,B Minor,120
love is,U-Rim,E Minor,200
Respect,Aretha Franklin,C Major,115
너무 아픈 사랑은 사랑이 아니었음을,Kim Kwang Seok,E Minor,140
Hate My Heart (Feat. LAVEEN),Not Found,,
An Odious Man,Idol Team (Feel good),A♭ Major,134
그땐 왜 몰랐을까,Tei,D♭ Major,134
The Wave,Error,,
This Song Is Not About A Girl,"Flume, Chet Faker",D Minor,140
FIGHT (FEAT. KOR KASH),"Skyminhyuk, KOR KASH",F♯ Minor,130
DALALA,YUJU,B Minor,116
만약에 말야 (화생방실 클레오파트라) (Bonus Track),Kim Yeon Woo,D Major,128
Freestyle,Lil Baby,F♯ Major,95
Our Season,Joy o'clock,G Major,132
Siren,SUNMI,A Minor,122
Knot (Vocal. JK Kim Dong Uk),"Seung Hun Jeong, JK Kim Dong Uk",E♭ Major,120
이럴거면,IVY,F Major,105
Last Chance (Feat. YUMDDA),"Leellamarz, TOIL, YUMDDA",D Major,139
고시레 (Feat. 미상),"50mang, 미상",E♭ Major,115
Vroom Vroom,Charli XCX,B Major,151
I'll Always Be With You,Lyn,B Major,134
With Me,Sum 41,E Major,175
PARANOIA,"HEARTSTEEL, League of Legends, BAEKHYUN, tobi lou, ØZI, Cal Scruby",A♭ Major,170
꽃날 (황진이 OST),달콤한꿈,G Major,150
Piano Man,Billy Joel,C Major,178
Aroha (feat. Jung Hyunwook),"GOAROSA, BBOGUMI, Jung Hyunwook",D Major,100
선물,Un,B Major,140
Ruby,"Connor Price, Oliver Cronin",C Minor,130
Johnny Dang (with Paul Wall & DRODi),"That Mexican OT, Paul Wall, DRODi",B♭ Minor,120
25 2 Life (feat. Chillin Homie),"EPTEND, Chillin Homie",D♭ Minor,98
첫사랑의 로맨스 (feat. doyouka),Error,,
Fearless (Taylor’s Version),Taylor Swift,F Major,100
369,"Malitabu, CRUCiAL STAR",E Minor,150
스물아홉,Error,,
그대라는 시,TAEYEON,A♭ Minor,90
call me,The Lime,D♭ Major,128
Handle With Caution,"JUSTHIS, NO:EL, Swings",F Minor,128
Skunkfunk,Guts,C Major,78
Have a crush - Acoustic Ver.,HAEBI,E Major,114
The Unknown Guest,DEAN,E Major,113
Trouble,Cage The Elephant,C Major,78
Rebirth Of Slick (Cool Like Dat),Digable Planets,D♭ Minor,98
Your Face Your Voice,Hi To Him,B Major,132
다른 온도,Lee Jung Bong,B Major,138
아프지마,"BebaeK, 박현진",A♭ Minor,140
SOS (feat. JUPITER KIM),"BIRTHDAYCAKEiii, JUPITER",A♭ Major,100
And the next day,KIM DO HEE,E♭ Major,138
Second Single Ver. ft DD! pH-1 (Prod. fake human being),"O'Domar, DD! (디디), pH-1",G Minor,120
Heaven On Earth,Kid Cudi,A♭ Major,130
Mafia,Chan,A♭ Minor,86
모습이 변했니?,"Homeboy, Wonstein",D Major,81
Another Day in Paradise - 2016 Remaster,Phil Collins,E♭ Minor,102
Gather my tears,Seo Ji Won,C Major,130
와,이정현,B Major,134
alive,TA-Copy,B Major,164
Don′t Text Ur Ex (Feat. SHIRT),"DAMYE, SHIRT",A Major,87
Somebody,Jung Kook,D♭ Minor,125
An unbreakable love,Shin Yong Jae,B♭ Major,127
illusory sense,ichika,D♭ Minor,100
I Want to Be Closer to You,SOLE,G Major,100
달려! Relay,(G)I-DLE,F Minor,122
Alien (feat. Kim Daniel),"basecamp, Kim Daniel",F Minor,136
Last Train (Feat. Dvwn),"greentea, Dvwn",C Major,103
I LIKE YOU,YOUNITE,A Major,148
"Power of Love (feat. BUMKEY, Anandelight) - Remix","U&I, BUMKEY, Anandelight",B Minor,130
Groove It Out,LoneLady,D Major,123
Pretty (feat. Jayci yucca),"Grizzly, Jayci yucca",D Major,76
잔잔한 비의 고요한 소음,잔잔한 빗소리,B♭ Minor,74
late at night,Roddy Ricch,D♭ Minor,98
How do you feel?,Asahi,B♭ Major,72
내 사랑 너야 - New Version,PD BLUE,E Minor,98
새벽한시 (1AM),TAEYANG,G Major,174
take it back,Jessica Baio,E Minor,118
Me Again,Ourealgoat,B♭ Major,90
you are my sunshine (feat. Ji Chanel),"KURO, Ji Chanel",E♭ Major,95
지첬어,Best SellerZ,F Major,112
I have a feeling,HONG JIYUN,B♭ Minor,124
Last Dance - Radio Edit,Avicii,C Major,95
hibihibi,Yoonsoyoung,E♭ Minor,84
"1,2,3,4",Goonew,B Minor,130
Hold me Kiss me Love me,Lemon City,C Minor,91
그대만 있다면,일기예보,A Major,147
It Just Happened,Zia,G Major,136
I Don't Know About You,Chris Lane,D♭ Major,144
Waltz of the Starry Night,IGWI,F Major,135
Tempest,Deftones,A Minor,148
Love Diary,"Boramiyu, SUNNYSIDEMJ",B Major,170
그런사람 또 없습니다,Lee Seung Chul,C Minor,128
ICEBREAKING,Mabinc,G Major,130
If U Seek Amy,Britney Spears,E Minor,130
Never be the same,Sondia,E♭ Major,130
Alone,Jimin,C Minor,102
Skate Girl,Charari Danchu,C Major,150
DUCKY,휘슬 (Whistle),G Major,98
What's this regarding? (Feat. KIM SEJEONG),"TIKITIK, KIMSEJEONG",E♭ Major,135
In Dreams,M.C the Max,G Major,140
Once in a Summer,INFINITE,D Major,186
My Song,5moon,G Major,136
Mean It,Big Walk Jay,B Minor,160
Haze,LUCY,E Major,180
Luv Tapes,osmkapo,D♭ Major,148
Dearest,C.eV,E Major,136
Light (Feat. Junguk),"minzunki, Junguk",E♭ Minor,75
Planting the Roots Only to Fall out the Tree,$uicideboy$,A♭ Minor,124
나쁜놈,Not Found,,
오늘 밤에,Not Found,,
오늘이 지나면 (Feat. 에이민),Not Found,,
Drop,Not Found,,
고마운 사랑아,Not Found,,
Winded,Not Found,,
타임머신,Not Found,,
2months,Error,,
Good Night,"Kanye West, Mos Def, Albe Back",B Minor,89
"It’s okay (Feat. Dbo, lil asian*＋, Slaylonie)","YDG, Dbo, lil asian*+, SLAYLONIE",F♯ Major,80
Manboy,ABOUT,F♯ Major,136
네 곁에 있어줄게,Error,,
Foolish Dreams,Frozen Plasma,G Major,120
혼잣말,JEONG EUN JI,A♭ Major,147
Reflection Of You In Your Smile,Shin Seung Hun,B Major,131
I’d do anything,Jay Chang,D Major,120
City Of Wonder,Tic-Tekk-Toe,G Minor,175
All Night (feat. Loco),"TYTAN, Loco",A Major,100
MOONWALK (Feat. YANGHONGWON),"BANGJA, YANGHONGWON",A♭ Minor,136
The Dumb Song,AJR,A Major,132
Star (Feat. 10CM),"DAWN 던, 10cm",C Minor,75
Sensitive,Dreamer Isioma,F Minor,100
I just miss you,Homemade recording,F♯ Major,136
NalinA,Block B,A♭ Major,115
There She Goes,The La's,G Major,123
추억을 따라,Jo Moon Geun,E Major,134
Baby I Need You,Joosiq,E Major,100
Dame Dame,Chaerang,F♯ Major,124
Burning Moth,IB147,E♭ Major,150
Killin' Me Good (English Ver.),JIHYO,A♭ Major,122
typewriter,Vylet Pony,B♭ Major,135
나의 바다 Dive to You,Kim Marie,D Major,103
우린 강해요,"도하영, 도연우",F Major,140
My Only Lover - 1990 Digital Remaster,Gregory Isaacs,B♭ Minor,135
Only If I Have You,Park So Eun,B♭ Major,174
Wonderland (Taylor's Version),Taylor Swift,E♭ Major,148
Back for More (with Anitta),"TOMORROW X TOGETHER, Anitta",E Minor,116
So I Danced,DPR IAN,F Minor,140
Foolin’ Myself,DINDIN,E Major,105
Day Off,"Elyrix, Gunna",F Minor,125
Spicy - Nitepunk Remix,"aespa, Nitepunk",A Major,126
XO Tour Llif3,Lil Uzi Vert,D♭ Major,128
Pure Love at Nineteen,이미자,C Major,113
Daisy,Ashnikko,A♭ Major,122
수수께끼 Love Riddles,ALEPH,E Major,204
Time Out (Feat. Kid Wine),"VVON, Kid Wine",G Major,93
Your City,Jung Yong Hwa,B Major,100
당신만이,Lee Chi Hyun & But Nim Dul,G Minor,118
백야,Zitten,B Major,136
What's happening,Song Min Kyung,B♭ Minor,132
Cheeky Elves Staying Cheeky,Henry Janzen,A Minor,120
Burn Out,Midland,G Major,100
Step by Step,New Kids On The Block,C Major,125
한강에서 (feat. 박상후),"Ha Hyun Gon, 박상후",D Major,142
Let's live well,Han Ga Bin,B♭ Major,137
That's You,Noel,D Major,136
Run This Town,"JAY-Z, Rihanna, Kanye West",D♭ Major,164
Flirting in Space,Brad stank,D♭ Major,140
I′m Still In Love With You,Lee Young Hyun,G Major,149
Love Bites - Remastered 2017,Def Leppard,C Minor,130
Boy,ODESZA,C Major,140
Looser (feat. 유명한아이),"kimmy, Yumewanaii",B Major,95
More Than Words,O.WHEN,C Major,124
On Fire,Lloyd Banks,A♭ Major,95
My Love Mine All Mine,Mitski,A Major,114
HIT THE FLOOR,"Promoting Sounds, DIRTYXAN",A Minor,180
The Initial High,Twisted Insane,N/A,N/A
I LOVE IT,"G-DRAGON, Zion.T, Boys Noize",F♯ Minor,120
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",A♭ Major,140
The man says,Jang Minho,E♭ Major,137
Dance The Night - From Barbie The Album,Dua Lipa,B♭ Minor,104
The Light,Juice WRLD,B♭ Minor,85
Rude Boy Ting (Dat A Di Ting),Aidonia,D♭ Major,102
You are not alone,Joo Yein,G Major,132
I'll sing you a Giriboy (Art. kumira),Anonymous Artists (어나니머스 아티스트),B♭ Major,118
Glad You Came,The Wanted,G Minor,127
"You, the Rain in Fall",Bae Jae hyeon,E♭ Major,120
Interstate Love Song - 2019 Remaster,Stone Temple Pilots,A Major,171
띵똥 (Feat. kaya),Not Found,,
Promise,"Captain Planet, Tim, Lee Hae Ri",G Major,119
Now I Know,more,G Minor,90
On the road,BAEKHYUN,D Major,138
Wine,"Jooyoung, GSoul",E Minor,86
That's what love is all about,Lydia,B♭ Major,133
Stand Up,"Ludacris, Shawnna",F♯ Major,99
favorite crime,Olivia Rodrigo,A Major,173
My Time,bo en,F Major,120
아름다운 추억아 오 하나뿐인 사랑아 Eternity,jaegyeong Lee,A Minor,127
I don’t know a single thing (Feat. meenoi),"Leellamarz, meenoi",F Minor,83
BONVOYAGE (Farewell Ver.),Dreamcatcher,B♭ Major,158
All Day (Feat. Skinny Brown),"NO:EL, Jhnovr, Skinny Brown",B Minor,124
What A Mess,GIRIBOY,A Major,80
n번째 우주,ADORA,A Major,87
Can't You See Me?,TOMORROW X TOGETHER,A Minor,140
Actually Pt. 2,PENOMECO,F♯ Major,112
하늬바람,Bum's,F♯ Major,170
"Autumn 1984, Mungdol (Feat. SOSEOM)","015B, SOSEOM",G Major,159
Breathe,ZE:A,F♯ Minor,126
Ordinary Days,D.O.,B Major,67
"Take My Breath Away - Love Theme from ""Top Gun""",Berlin,F♯ Major,96
Right Now (Feat. Crush),"Coogie, Crush",F Minor,97
Forest Spirits (Rain),NatuREM,B Major,84
술래잡기,Not Found,,
CASUALLY CALYPSO,7KY,D♭ Major,148
Heat Waves,Glass Animals,B Major,81
L.O.V.E.,Ashlee Simpson,F Minor,192
Get Off My Junk,"Mix.audio, MRSHLL",D♭ Major,117
Ghost,Justin Bieber,D Major,154
Favignana,KREAM,A♭ Major,88
I Believe In You,Don Williams,G Major,118
My My My!,Troye Sivan,D♭ Major,103
willow,Taylor Swift,G Major,78
아주 오랜 시간 지나도,Kim Min Wool,D♭ Major,130
도시의 밤,Soonae,E♭ Major,134
How About You (feat. 이츠),"LOYEL, IT’S",D Major,100
ddonaman,Ryo,C Major,119
Good Day (Special Daileee),Weeekly,D♭ Major,126
Goodbyes (feat. Young Thug),"Post Malone, Young Thug",F Major,150
"여름밤에 우리 summer, night (feat. wave to earth)","Jeon Jin Hee, wave to earth",A♭ Major,128
Way to Fall,Starsailor,D Minor,141
Daisy 2.0 (feat. Hatsune Miku),"Ashnikko, Hatsune Miku",B Major,131
Ready or Not,Bridgit Mendler,D Major,93
IZAKAYA (feat. HAYOON),"Leo, HAYOON",C Major,121
다면적 거울 무덤 / Multifaceted Tara Tombs,Storm-Drunk Whale,F♯ Major,118
Good Days,SZA,A Major,80
달링,"Cha Woo Joo, Kim Mi Jeong",E Major,112
GOOD LOYAL THOTS,Odetari,A Major,168
서울밤거리,Not Found,,
"If I were u, I'd love me (feat. HARAM)","From.U, HARAM",D♭ Major,80
The Final Fight,Saint Deamon,D♭ Minor,125
Take A Bow,Rihanna,A Major,82
Alarm,HWANG MIN HYUN,A Major,110
The Reason Why I Love You,CHEEZE,E♭ Major,118
Wish me luck!,Dazzling Jihye,F Major,180
Even if we′re away for a while,정현웅,F♯ Major,140
Psychoboy Jack (Original Mix),Glen Check,D♭ Major,128
In the end,LEE JUNHO,C Major,75
사랑이라 쓰고 이별이라 읽어 (Write love and Read breakup),Ha Yea Song,A Major,134
Wild World,Yusuf / Cat Stevens,C Major,153
우리가 왜 헤어져야 해 (feat. 폴림),"Jung Chang Yong, Paul Lim",E Major,134
LUNATIC,Moon Byul,F Major,124
우리가 함께한 날보다 More Days with You,그계절 YourSeason,D♭ Major,123
"Show me what I like (feat. Summer Soul, Khundi Panda)","Alive Funk, Summer Soul, Khundi Panda",D♭ Minor,140
Black Magic,Little Mix,E Major,112
4th Of July,Soundgarden,F Minor,142
Gijang (With Arom),"SEOKHONG, Arom",B♭ Major,118
PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",D♭ Major,136
No reason to break up,JEONGGOON,E♭ Major,136
Time Spent Walking Through Memories (Feat. 10CM),"Sion, 10cm",A Major,173
Good bye Rain (feat.Hyunkyu of bromance),"Jeon MinJu, Yuna Kim, Hyunkyu of bromance",F♯ Major,172
You Can Do It Too,"Pharrell Williams, Jamie Cullum",D Major,83
Dreams Come True,Øneheart,A Minor,75
Go Ahead and Fly,Delroy Gage,A Major,161
Promise,Laufey,D♭ Major,139
New Day,"JAY-Z, Kanye West",B♭ Minor,91
The Green,OWNDO,A♭ Major,200
Complex (Feat. ZICO),"BE'O, ZICO",F Minor,125
ddu ddu ddu,Moon Byul,D♭ Minor,84
Very Very Very,I.O.I,G Major,103
profile,Kinrose,D♭ Minor,140
YOU.YOU,"LEE YEEUN, Jeon Gunho, Ashatree",B Major,140
Daylight,David Kushner,A Major,117
Wait for you,PLAVE,F Major,95
사랑에 대하여 About love,off the menu,C Major,199
Wake Me Up,Avicii,A Major,170
Blue Sky (feat. Pat Kiloran),"Dept, Pat Kiloran",F♯ Major,102
Yeonanbudu(OH! Incheon),The Sound,A♭ Major,90
I′m in Hongdae,IOHBOY,D Major,139
너는 나만큼 (Growing Pains),SUPER JUNIOR-D&E,F♯ Major,113
How Many Times,1TYM,D♭ Major,142
가을이면 생각나,Park Hyun,F♯ Major,132
"The Good, The Bad, The Weird (feat. Louie, Uneducated Kid & XWALLY)","Lean$moke, Louie, Uneducated Kid, Xwally",D♭ Minor,150
Go Back,Yerin Baek,D♭ Major,128
Be With You!,ONLEE,D Major,89
자유,Miso,B♭ Minor,100
Changed,Jordan Feliz,D Major,158
Rain Sounds: Long Rainstorm (Loopable),Zen Sounds,D Major,83
Don't Leave Me Alone,Jung Dong Ha,E Major,77
어젯밤 꿈속에서 (feat. 김보석) You In My Dream,"Min Jae, Kim (JazzMin)",C Major,126
No. 1 Party Anthem,Arctic Monkeys,C Major,115
Ice Flower,AILEE,D♭ Major,139
easy 2 love (Feat. Gist),"Giwon, Gist",D♭ Major,78
Scottie Pippen,M.O.B,A♭ Major,118
Meet Me at No Special Place,Mose Allison,C Minor,106
Pill (Feat. EPTEND),"MarginChoi, HD BL4CK, EPTEND",F♯ Minor,91
Yasuhiro,Rredrain,A♭ Minor,149
Get off your head,EZUZ,A Major,143
"Don't be sick, stay well",Panini Brunch,G Major,112
No MBTI,Lee Mujin,A♭ Major,112
HAPPY,NF,D♭ Major,83
Never Ending Story,Limahl,C Major,122
Only for a Moment,Eric Nam,B♭ Major,80
Slow Dancing,V,A♭ Major,156
Sandwich Cookie's Trial,Kwak Kilmun (DEVSISTERS),C Major,130
Piece of memory (feat. yu:u),"hayawn, yu:u",A♭ Major,86
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",F♯ Major,79
LOVE,OMEGA X,A♭ Major,150
&,Not Found,,
There's a trace of love left,Yellow!,A Major,136
We Stay Here,Jang Je Heon,E♭ Major,115
Take Me (prod. FRIDAYYY),"Seiren 8, AOORA",A♭ Major,127
"Matthäus-Passion, BWV 244 / Erster Teil: No. 11 ""Er antwortete und sprach""","Johann Sebastian Bach, Anthony Rolfe Johnson, Andreas Schmidt, Cornelius Hauptmann, English Baroque Soloists, John Eliot Gardiner",E Major,63
We can’t even be friends,SUZI,A♭ Major,134
PROPAGANDA Single Ver. (Prod. fake human being),O'domar,A Minor,114
You,Nam In sook,A Minor,89
The Person Left Behind Yesterday,MOVNING,D Major,140
Starlight - Radio Edit,"The Supermen Lovers, Mani Hoffman",C Major,127
My Prada (feat. Sik-K),"Suen, Sik-K",D♭ Major,128
불꽃,KYT,D♭ Minor,142
비밀의 화원,Lee Sang-Eun,F♯ Major,111
원하는 대로,희망요정,A Major,140
The End Of The Day (하루가 끝나는 시간),신다연,G Major,127
Sage,Richy Mitch & The Coal Miners,E♭ Major,121
It’s a day to say goodbye,Noel,F♯ Major,132
Missing You,ClaD,A Major,106
N.Y.C.T,NCT U,D Major,92
I can't love you,최정철,F Major,132
Destiny (feat. YUJU),"Babylon, YUJU",A Major,180
사랑을 줄게,Woo Yi Kyung,G Major,161
깜빡!,"Mingginyu, Jaw",E♭ Major,128
My One And Only Love,"John Coltrane, Johnny Hartman",A Minor,116
muldeuldawn,Salku,E Minor,108
"괜찮아 괜찮아 (feat.시유, 유니)","50mang, 시유, 유니",E♭ Major,164
Super Shy,NewJeans,A Major,126
Excuse,Kang Yes:ome,F♯ Major,110
나와 같다면 (김장훈),Kim Yeon Woo,F Minor,76
MUTANT (Feat. toigo),"Dabl3ss, 토이고(toigo)",D♭ Major,82
Destiny,Burna Boy,A Major,119
Fire Flower,Lucia,F Minor,154
백야,Zitten,B Major,136
gyauttung,Bizzy,E♭ Minor,130
Matte Black,$uicideboy$,C Major,130
바람이 분다,Lee So Ra,G Major,124
I Love My Body,HWASA,F♯ Minor,140
Youth,Glass Animals,A Minor,96
In the Zone,KelsOh,G Minor,120
Surrending,Second Life,E♭ Minor,157
Let's Dance - 2018 Remaster,David Bowie,C Major,183
A Whole Lotta Soul,Tab Benoit,C Major,76
우리가 우리일 수 있게,JBEC,B♭ Major,98
Off,siso,D♭ Minor,90
Best Friend (feat.Kang Min Hee Of Miss $),"Obroject, Kang Min Hee of Miss $",D♭ Minor,91
If The Two Of Us Were Together (With Inwoo Choi),"Deep Light, Inwoo Choi",D♭ Major,123
Boom Boom Pow,Black Eyed Peas,A Major,130
와,이정현,B Major,134
발자국 On the snow,EXO,E♭ Major,170
사랑하는 너에게 To. My Lover,Soombee,F Minor,140
Flu Season,Aquibird,F♯ Minor,130
Summer Rain,Haya Sounds,D♭ Major,89
"Wave, Wavelength, and… the Height",Penten,E Major,141
LET ME DOWN SLOWLY (feat. Cold Bay),"RAVI, Cold Bay",D Major,156
Hello,Adele,F Minor,79
Permeating On Me,JEONG HYO BEAN,G Major,130
Tank!,SEATBELTS,C Major,137
Now Is The Time (Ravenous),10 Years,F♯ Major,174
My Youth,NCT DREAM,D♭ Major,120
Kool Aid & Frozen Pizza,Mac Miller,B Major,90
오늘이 어제가 되기 전에,20 Years of Age,A♭ Major,115
우리의 영웅 부모님 Our Hero Parents,메이져피플 Major people,E♭ Major,124
Acid Dreams,"MAX, Felly",C Major,100
My Way,Limp Bizkit,F♯ Major,97
배웅,"Bang Jun seok, 최유미",C Major,85
Street Love Song (PTSD),EBK Jaaybo,A Minor,92
Love song,Lana Del Rey,A Major,134
"Smoke (Prod. Dynamicduo, Padi)","Dynamicduo, Lee Young Ji",B Minor,98
7HEAVEN,PURPLE KISS,F Major,126
이산 시간,멀리 이동하려면,N/A,N/A
Long Way (feat. KB),"Lathan Warlick, KB",A♭ Minor,148
Timing (feat. Chillin Homie),"M!KYLE, Chillin Homie",B Major,125
헤어진 후에,Y2K,D♭ Major,132
8%(feat.NANSA),"SOO4, NANSA",C Major,108
Biodiversity,Blood Red China,F Major,160
춤추던 달밤,Jo Duck Bai,B Major,128
I'm Here,Freyr,A Major,100
Seasonal Crime (Feat. Saebit),"Miiro, Saebit",F♯ Minor,144
그때의 우리,Punch,A Major,134
Long time no see,Yang Da Il,C Major,65
"Take Back (feat. Lil Cherry, GOLDBUUDA)","REDDY, Lil Cherry, GOLDBUUDA",D Major,83
이혼해요 (Divorce),Hwang Chi Yeul,G Major,136
"하루 한 방울 One day, One drip",Ko Youngbae,B Major,130
The love of the durumi,Homeboy,F Minor,121
Racecarmode!,FRVRFRIDAY,A♭ Minor,150
Duh!,Ku One Chan,B♭ Major,132
BOX (feat. DAMINI),"HOTCHKISS, DAMINI",B♭ Minor,153
울퉁불퉁,b!ni,A Major,74
You Might (Feat. SHIRT),"g0nny, SHIRT",A♭ Major,101
Get A Guitar,RIIZE,A♭ Major,110
the beginning of love,Jang HeeWon,C Major,69
소중한 사람,"ASEL, 에이민",A Major,77
TOX! (Feat. Hippie Kunda),"LONE, Hippie Kunda",B♭ Minor,103
Top or Cliff,KIMSEJEONG,A♭ Major,120
But Sometimes,BOYNEXTDOOR,B Minor,97
Runnin,"21 Savage, Metro Boomin",B♭ Minor,143
"복음밖에 없습니다 There Is Only the Gospel (feat. 지선 Ji Sun, 이윤화 Lee Yun Hwa & 아이빅밴드 IBIG Band)",손경민 Son Kyung Min,D♭ Major,128
스르륵 (feat.Jay Moon),Not Found,,
KURA KURA (feat. VIDEOTAPEMUSIC),"CHS, VIDEOTAPEMUSIC",F Minor,103
Take a Breath,"Elmo, Sesame Street",E♭ Major,139
귀로,Naul,G Minor,108
콩닥콩닥 - 2023 Version Instrumental,금비,D♭ Major,150
후회는 나를 더 헤집어 놓고,Churry,D Major,95
TO THE MOON,"JNR CHOI, Sam Tompkins",D Major,144
LO$ER=LO♡ER,TOMORROW X TOGETHER,B Minor,125
Savior,Rise Against,F Minor,112
Underdogg (Feat. PUFF DAEHEE),"TEAM NY, PUFF DAEHEE",D♭ Major,99
Bucket Lost,"Eian, Merende",G Major,116
Crime (Feat. Dok2),"YONKO, SZN, Dok2",D♭ Major,136
Sorry to you,Jinsung,E♭ Minor,109
하늘을 달리다,발라드가수들,E Major,117
"Nerdy Boy's Secret (Feat. Chan, SHIRT) (2021)","GORAE, Chan, SHIRT",D♭ Minor,80
Voyager,W24,G Minor,157
다소 씁쓸했던 이야기 A bitter story,TAEKWOO,G Major,132
TIGER,"TIGER DROOL, QUIX, Vincent",D Major,145
눈을 보고 말해요.,V.O.S,D Major,128
We`re like a movie stars,Pa!nter,B♭ Major,115
Rainy n Bed,sumgoyange,D Minor,67
Tree ring love,김나희,D♭ Major,108
My Star,Kim Feel,F♯ Major,116
Falling Behind,Laufey,G Major,166
그날의 그대여,HEIZE,A♭ Major,129
Brighton Rock - Remastered 2011,Queen,B Minor,138
I want you and I want you,Pureum,B♭ Major,112
magnetic love (feat. Kinn),"CHAE LUA, Kinn",E♭ Major,83
맥문동 오빠,김응수,D♭ Major,140
Anymore,Travis Tritt,B Major,148
지금 이대로 Stay with me,Jukjae,F♯ Major,171
The man,HYUN BIN,B Major,70
We Disappear,JEMMA,B Minor,76
BBoom BBoom,MOMOLAND,E♭ Minor,126
Nowadays (Feat. ASH ISLAND),"ZENE THE ZILLA, ASH ISLAND",A♭ Minor,112
Why are you so cool? (feat. Joo Ye-in),"Letter flow, Joo Yein",G Major,77
dislike (feat. 狐子),"Utsu-P, 狐子",F Minor,130
Elephant,Freya Ridings,G Minor,95
Karma,Taylor Swift,A♭ Major,90
"s h a d o w ✧ (feat. Manu Beker, sooon)","sweetch, Manu Beker, sooon",F Minor,75
"Ready, Set, Go!",Tokio Hotel,F♯ Major,140
Private Night (feat. Jay Park),"KHAN, Jay Park",D Major,94
Moonlight,Kali Uchis,F♯ Minor,125
noisecancel,Not Found,,
Smitten heart,Sehyeon,A Major,88
Can't get over you,Blue Dawn,E Major,82
ERROR (feat. Ellui & Splen),"khild, Ellui, Splen",D Major,80
Hero!,11vx,G Major,175
Tell Me to Stay,Hugo Helmig,B Major,106
Colorful Life (60s),Audiosphere,F Major,120
It′s not a dream,U-Rim,D♭ Major,139
A Day Trapped in Time,Kumira,G Major,118
Lean on Me,DAY6,D Major,180
REDLY,Woo Jae,D♭ Major,136
Better This Way (Feat. WISHI (위시)),Not Found,,
Without You,Not Found,,
It's raining in my heart again today,Lee Dong Yoon,D♭ Major,108
Who We Love (feat. Ed Sheeran),"Sam Smith, Ed Sheeran",E Major,76
"Right here (Feat. Gist, NO:EL, Skinny Brown)","GRIO, Gist, NO:EL, Skinny Brown",G Major,160
TESLA,Lil Yachty,B♭ Major,91
Glow Stars,서예안,E Major,110
I'm trying to fix it,Yeoeun,E♭ Major,117
